"TOA5","HC_CR300Series","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2022-10-25 15:00:00",0,10.7,55.19,976.6454,0.791,2.4,12.3,800
"2022-10-25 16:00:00",1,10.59,56.23,976.7567,0.667,1.8,24.81,1062
"2022-10-25 17:00:00",2,9.62,59.63,976.9,0.557,1.5,161.9,1081
"2022-10-25 18:00:00",3,8.6,63.14,976.9933,0.46,1.3,267.6,1079
"2022-10-25 19:00:00",4,7.75,66.83,977.2567,0.677,1.2,260.8,1068
"2022-10-25 20:00:00",5,7.4,66.52,977.5734,0.833,1.3,248.8,1038
"2022-10-25 21:00:00",6,7.027,65.74,977.7033,0.52,1.2,256,985
"2022-10-25 22:00:00",7,6.223,69.39,977.9667,0.133,0.9,313.4,1034
"2022-10-25 23:00:00",8,5.783,70.88,978.2567,0.413,0.7,266.6,1002
"2022-10-26 00:00:00",9,5.643,71.57,978.3934,0.393,0.8,272.6,1060
"2022-10-26 01:00:00",10,5.273,73.3,978.22,0.25,0.9,290.8,983
"2022-10-26 02:00:00",11,4.577,77.67,978.3,0.09,0.9,344.6,1046
"2022-10-26 03:00:00",12,3.923,81,978.34,0,0.6,0,1033
"2022-10-26 04:00:00",13,3.91,81.4,978.2767,0.143,0.8,319.3,1023
"2022-10-26 05:00:00",14,3.44,84.4,978.2967,0,0.6,353.7,1011
"2022-10-26 06:00:00",15,3.277,85,978.2233,0.097,0.7,319.8,1085
"2022-10-26 07:00:00",16,2.947,86.8,978.11,0.033,0.6,354,982
"2022-10-26 08:00:00",17,2.93,88.2,978.0533,0,0.5,0,1018
"2022-10-26 09:00:00",18,3.82,86.5,978.2767,0,0.6,0,1034
"2022-10-26 10:00:00",19,6.21,78.63,978.3367,0.13,0.8,27.54,1021
"2022-10-26 11:00:00",20,9.1,66.08,978.0734,0.403,1.6,15.19,1081
"2022-10-26 12:00:00",21,11.73,50.93,977.45,0.693,2.4,24.14,1056
"2022-10-26 13:00:00",22,12.47,49.94,976.8234,0.52,1.8,14.67,1011
"2022-10-26 14:00:00",23,12.77,48.15,976.1733,0.607,2.1,339.8,1077
"2022-10-26 15:00:00",24,13.13,46.47,975.4933,0.443,1.7,321.8,1025
"2022-10-26 16:00:00",25,13.44,49.73,975.2267,0.25,1.2,353.6,1086
"2022-10-26 17:00:00",26,12.87,52.74,975.1233,0.373,1.1,267.2,1029
"2022-10-26 18:00:00",27,11.79,56.99,974.9767,0.617,1.2,249.1,1073
"2022-10-26 19:00:00",28,11.1,58.19,975.0034,0.477,1.2,228,1025
"2022-10-26 20:00:00",29,10.34,60.75,975.3134,0.667,1.3,249.5,1051
"2022-10-26 21:00:00",30,9.87,62.66,975.5,0.65,1.3,268.5,1055
"2022-10-26 22:00:00",31,9.38,63.9,975.38,0.273,0.9,298.9,1115
"2022-10-26 23:00:00",32,9.32,64.27,975.5067,0.313,1,306.9,1081
"2022-10-27 00:00:00",33,8.71,68.08,975.5133,0.24,1,310.1,1038
"2022-10-27 01:00:00",34,7.893,70.58,975.0433,0.163,0.7,330.8,1044
"2022-10-27 02:00:00",35,7.457,72.71,975.0533,0.01,0.5,349.2,1028
"2022-10-27 03:00:00",36,6.983,75.3,974.9966,0.083,0.6,335.8,1029
"2022-10-27 04:00:00",37,6.44,77.76,974.6467,0.113,0.6,331.2,1065
"2022-10-27 05:00:00",38,6.037,79.75,974.4233,0.08,0.7,335.4,1039
"2022-10-27 06:00:00",39,5.883,81.7,974.5034,0,0.6,358,1099
"2022-10-27 07:00:00",40,5.443,84.8,974.56,0,0.4,0,1051
"2022-10-27 08:00:00",41,4.997,88.2,974.9233,0,0.6,0,1061
"2022-10-27 09:00:00",42,6.333,84.2,975.09,0,0.5,0,1103
"2022-10-27 10:00:00",43,8.77,74.29,975.02,0,0.6,2.288,1063
"2022-10-27 11:00:00",44,11.43,61.43,974.75,0.377,0.9,37.64,1070
"2022-10-27 12:00:00",45,13.75,52.7,974.2466,0.553,2.1,10.4,1079
"2022-10-27 13:00:00",46,15.11,49.77,973.6667,0.677,1.7,63.08,1108
"2022-10-27 14:00:00",47,15.27,49.89,973.16,0.477,1.5,337.5,997
"2022-10-27 15:00:00",48,15.29,50.55,972.7333,0.683,2.4,31.7,1078
"2022-10-27 16:00:00",49,14.99,52.13,972.7534,0.567,2,340,1049
"2022-10-27 17:00:00",50,14.33,55.05,973.05,0.487,1.4,214,1046
"2022-10-27 18:00:00",51,13.77,57.59,973.2267,0.62,1.5,187.4,1061
"2022-10-27 19:00:00",52,12.56,63.36,973.65,0.697,1.6,247.3,1024
"2022-10-27 20:00:00",53,11.79,67.25,974.09,1.017,1.7,254.6,1008
"2022-10-27 21:00:00",54,11.25,70.11,974.3267,0.883,1.6,250.4,1071
"2022-10-27 22:00:00",55,10.97,73.01,974.6833,0.69,1.3,247.3,1009
"2022-10-27 23:00:00",56,10.11,78.09,974.9633,0.49,1.2,271.6,1065
"2022-10-28 00:00:00",57,9.56,81.4,975.08,0.143,0.8,314.3,1053
"2022-10-28 01:00:00",58,9.16,83.1,975.09,0.217,1,295.9,1083
"2022-10-28 02:00:00",59,8.49,87,975.0933,0.29,1,303.5,1059
"2022-10-28 03:00:00",60,7.46,91.6,975.07,0.077,0.6,338.3,1026
"2022-10-28 04:00:00",61,7.047,93,974.93,0,0.7,349.8,1100
"2022-10-28 05:00:00",62,7.027,93.8,974.8433,0.09,0.8,351.3,1039
"2022-10-28 06:00:00",63,6.897,94.4,975.02,0,0.9,0,1109
"2022-10-28 07:00:00",64,6.857,95,975.4333,0,0.8,0,1068
"2022-10-28 08:00:00",65,6.933,95,975.6733,0,1.1,0,1068
"2022-10-28 09:00:00",66,8.82,88.3,976.1234,0.25,1.3,16.3,1055
"2022-10-28 10:00:00",67,10.98,78.23,976.3167,0.507,1.5,38.54,1043
"2022-10-28 11:00:00",68,12.88,70.4,976.0767,0.49,1.6,37.32,1067
"2022-10-28 12:00:00",69,14.42,59.59,975.82,0.67,1.6,23.39,1001
"2022-10-28 13:00:00",70,15.61,53.95,975.4067,0.667,1.7,9.04,1091
"2022-10-28 14:00:00",71,15.87,51.66,974.7267,0.6,1.8,33.89,1038
"2022-10-28 15:00:00",72,15.46,51.32,974.2233,0.437,1.9,15.17,1045
"2022-10-28 16:00:00",73,15.55,49.09,974.0566,0.407,1.7,355.5,1076
"2022-10-28 17:00:00",74,15.23,50,974.0867,0.397,1.4,312.3,1034
"2022-10-28 18:00:00",75,13.17,65.3,974.2967,0.157,1.5,0,1082
"2022-10-28 19:00:00",76,11.77,72.59,974.6766,0.447,1.4,359.1,1085
"2022-10-28 20:00:00",77,11.05,75.99,975.3667,0.477,1.5,353.6,1072
"2022-10-28 21:00:00",78,10.44,78.27,975.6133,0.373,1.2,355.4,1027
"2022-10-28 22:00:00",79,9.95,80.6,976.02,0.357,1.1,356.4,1043
"2022-10-28 23:00:00",80,9.52,82.8,976.4033,0.177,0.9,1.836,1038
"2022-10-29 00:00:00",81,9.1,84.6,976.54,0,0.7,359.1,1070
"2022-10-29 01:00:00",82,8.82,86,976.4167,0.01,0.6,355.9,1023
"2022-10-29 02:00:00",83,8.51,87.4,976.3567,0.03,0.6,347.1,1039
"2022-10-29 03:00:00",84,7.91,90.1,976.5333,0.08,0.6,336.4,991
"2022-10-29 04:00:00",85,7.45,92,976.4534,0.01,0.6,346.6,1012
"2022-10-29 05:00:00",86,6.93,93.8,976.4534,0.06,0.7,343.4,1090
"2022-10-29 06:00:00",87,6.67,94.7,976.5533,0,0.6,0,1024
"2022-10-29 07:00:00",88,6.447,95,976.7333,0,0.7,0,1023
"2022-10-29 08:00:00",89,6.283,95.6,976.9434,0,0.7,0,1020
"2022-10-29 09:00:00",90,7.283,93.3,977.2067,0,0.5,0,1034
"2022-10-29 10:00:00",91,9.48,84.4,977.1866,0.113,1,13.05,1027
"2022-10-29 11:00:00",92,11.83,72.62,976.7767,0.51,1.2,68.9,1022
"2022-10-29 12:00:00",93,13.65,63.07,976.44,0.55,1.8,92.5,1066
"2022-10-29 13:00:00",94,13.78,58.59,975.7067,0.457,1.2,255.3,1104
"2022-10-29 14:00:00",95,14,58.95,974.9167,0.527,1.2,260.7,1075
"2022-10-29 15:00:00",96,14.35,53.64,974.39,0.657,1.1,266.4,1049
"2022-10-29 16:00:00",97,15.04,49.84,974.2133,0.46,1.3,257,1039
"2022-10-29 17:00:00",98,14.53,50.13,974.1567,0.563,1.3,253,1120
"2022-10-29 18:00:00",99,13.73,53.34,974.18,0.69,1.4,257.9,1087
"2022-10-29 19:00:00",100,12.58,56.72,974.5634,0.397,1,266.6,1064
"2022-10-29 20:00:00",101,11.5,66.12,974.84,0.1,0.8,335.2,1068
"2022-10-29 21:00:00",102,10.38,73.82,975.0833,0,0.7,0,1038
"2022-10-29 22:00:00",103,9.87,79.41,975.2867,0.03,0.8,359.3,991
"2022-10-29 23:00:00",104,9.42,82.9,975.51,0.033,0.6,356.6,1088
"2022-10-30 00:00:00",105,9.12,84.6,975.5034,0.02,0.6,358.2,1068
"2022-10-30 01:00:00",106,8.52,87.5,975.45,0,0.6,356.1,1081
"2022-10-30 02:00:00",107,8.36,88.1,975.3633,0.01,0.6,345.8,1067
"2022-10-30 03:00:00",108,8.03,89.6,975.3867,0,0.5,356,1115
"2022-10-30 04:00:00",109,7.24,92.9,975.2133,0,0.6,356,1049
"2022-10-30 05:00:00",110,6.997,93.8,975.2967,0.063,0.6,324.5,1028
"2022-10-30 06:00:00",111,6.607,95.1,975.5367,0.01,0.7,356.2,1085
"2022-10-30 07:00:00",112,6.117,96.1,975.6633,0.08,0.7,347.5,1052
"2022-10-30 08:00:00",113,6.2,96.4,975.8033,0.117,0.7,325.9,1061
"2022-10-30 09:00:00",114,7.003,94,976.1433,0.087,1,50.21,1033
"2022-10-30 10:00:00",115,9.06,86.1,976.1766,0.073,0.7,48.9,1069
"2022-10-30 11:00:00",116,11.21,76.42,975.72,0.46,1,101.2,1079
"2022-10-30 12:00:00",117,13.81,62.84,975.21,0.627,1.5,71.43,1109
"2022-10-30 13:00:00",118,15.36,48.48,974.5034,0.763,2.6,357,1106
"2022-10-30 14:00:00",119,15.56,48.76,973.7833,0.727,3,21.88,1045
"2022-10-30 15:00:00",120,15.69,46.3,973.2333,0.6,2.2,320.9,1050
"2022-10-30 16:00:00",121,15.31,47.16,973.28,0.637,1.5,273,1031
"2022-10-30 17:00:00",122,15.04,47.98,973.5767,0.51,1.1,258.9,1027
"2022-10-30 18:00:00",123,14.14,53.79,973.7833,0.547,1.2,263.3,1040
"2022-10-30 19:00:00",124,12.89,61.69,974.22,0.33,1.1,245.5,1085
"2022-10-30 20:00:00",125,11.86,68.17,974.81,0.203,1.2,353.6,1037
"2022-10-30 21:00:00",126,10.81,73.32,974.9067,0.233,1.1,350.4,1089
"2022-10-30 22:00:00",127,10.52,74.7,975.0634,0.053,0.7,1.901,1040
"2022-10-30 23:00:00",128,10.12,76.38,975.2667,0,0.8,359,1039
"2022-10-31 00:00:00",129,9.7,78.14,975.39,0.1,0.7,307.4,1104
"2022-10-31 01:00:00",130,8.86,82.1,975.0433,0.2,0.8,293.5,1117
"2022-10-31 02:00:00",131,8.54,83.4,975.0733,0.16,0.7,314.8,1011
"2022-10-31 03:00:00",132,8.27,84,975.0267,0.13,0.7,339.5,1124
"2022-10-31 04:00:00",133,8.27,83.6,974.8134,0.12,0.7,334.2,1045
"2022-10-31 05:00:00",134,7.777,85.6,974.58,0.213,0.7,312.4,1085
"2022-10-31 06:00:00",135,7.547,86.1,974.75,0.173,0.6,302.6,1069
"2022-10-31 07:00:00",136,7.22,87.8,974.95,0.03,0.6,348.9,1049
"2022-10-31 08:00:00",137,6.697,90.3,975.04,0,0.5,359.4,1042
"2022-10-31 09:00:00",138,7.553,88.7,975.26,0.023,0.6,3.382,1048
"2022-10-31 10:00:00",139,9.59,80.7,975.1467,0.15,0.9,30.54,1080
"2022-10-31 11:00:00",140,11.78,71.06,974.59,0.263,1.7,33.3,1095
"2022-10-31 12:00:00",141,13.79,61.5,973.9933,0.673,1.7,47.4,1111
"2022-10-31 13:00:00",142,15.02,57.12,973.35,0.693,2.4,13.08,1117
"2022-10-31 14:00:00",143,15.14,55.57,972.59,0.613,2,42.15,1042
"2022-10-31 15:00:00",144,15.26,52.97,972.07,0.603,2,352.1,1083
"2022-10-31 16:00:00",145,15.09,54.06,972.1066,0.583,2,339.6,1037
"2022-10-31 17:00:00",146,14.54,56.25,972.2667,0.443,1.3,285.2,1096
"2022-10-31 18:00:00",147,13.97,57.37,972.2567,0.627,1.1,247.9,1123
"2022-10-31 19:00:00",148,13.58,58.54,972.4534,0.787,1.5,245.2,1057
"2022-10-31 20:00:00",149,12.53,63.28,972.42,0.853,1.5,246.9,1011
"2022-10-31 21:00:00",150,11.8,66.65,972.1633,0.667,1.2,263.4,1135
"2022-10-31 22:00:00",151,11.49,67.71,972.1467,0.83,1.6,250.8,1142
"2022-10-31 23:00:00",152,11.37,67.96,972.2466,0.947,1.6,243.3,1108
"2022-11-01 00:00:00",153,10.35,73.63,972.35,0.27,1.2,297.4,1105
"2022-11-01 01:00:00",154,9.86,75.68,972.4,0.697,1.7,262,1038
"2022-11-01 02:00:00",155,10.11,74.39,972.2333,1.127,1.8,245.8,1125
"2022-11-01 03:00:00",156,9.9,75.64,971.9933,0.8,1.6,245.2,1069
"2022-11-01 04:00:00",157,8.56,82.6,971.5767,0.197,1.3,321.3,1048
"2022-11-01 05:00:00",158,8.84,82.3,971.3433,0.21,1,321.7,1034
"2022-11-01 06:00:00",159,8.13,85.9,971.3467,0.14,1,330.7,1079
"2022-11-01 07:00:00",160,7.643,88.8,971.4733,0.25,0.9,319.2,1076
"2022-11-01 08:00:00",161,7.24,90.5,971.7733,0.15,1,342.5,1072
"2022-11-01 09:00:00",162,9.22,86.4,972.2,0.02,1.4,355.3,1132
"2022-11-01 10:00:00",163,10.22,82,972.2433,0.507,1.6,42.36,1107
"2022-11-01 11:00:00",164,11.08,79.2,971.8267,0.543,1.3,60.6,1116
"2022-11-01 12:00:00",165,13.12,70.16,971.29,0.657,2.4,30.82,1058
"2022-11-01 13:00:00",166,14.44,62,970.3533,0.87,3.2,76.59,1103
"2022-11-01 14:00:00",167,14.67,58.51,969.6866,0.963,3.5,45.7,1052
"2022-11-01 15:00:00",168,14.58,54.85,969.48,1.003,3.3,79.74,1145
"2022-11-01 16:00:00",169,14.54,53.82,969.5667,0.73,3.7,43.86,1092
"2022-11-01 17:00:00",170,13.37,56.51,969.51,0.587,2.7,225.7,1123
"2022-11-01 18:00:00",171,12.58,58.6,969.7667,0.533,1.4,242.8,1104
"2022-11-01 19:00:00",172,11.95,61.13,970.2567,0.567,1.4,251.3,1085
"2022-11-01 20:00:00",173,11.19,62.88,970.8167,0.62,1.7,247.1,1111
"2022-11-01 21:00:00",174,10.62,64.42,970.8567,0.59,1.4,236,1132
"2022-11-01 22:00:00",175,10.08,66.37,970.7067,0.593,1.5,260.6,1049
"2022-11-01 23:00:00",176,8.84,70.68,970.59,0.493,1,276.8,1089
"2022-11-02 00:00:00",177,8.76,68.08,970.5466,0.883,1.6,250.7,1122
"2022-11-02 01:00:00",178,7.85,71.25,970.5933,0.707,1.5,259.9,1102
"2022-11-02 02:00:00",179,7.18,74.76,970.7233,0.523,1.5,275.2,1132
"2022-11-02 03:00:00",180,7.107,74.81,970.55,0.46,1.6,279.9,1130
"2022-11-02 04:00:00",181,6.13,79.18,970.47,0.16,0.9,323.1,1046
"2022-11-02 05:00:00",182,5.363,82.5,970.3934,0.107,0.7,332.4,1196
"2022-11-02 06:00:00",183,5.073,83.9,970.77,0.01,0.7,347.5,1142
"2022-11-02 07:00:00",184,4.597,85.5,970.62,0.077,0.7,349.1,1067
"2022-11-02 08:00:00",185,4.267,88.4,970.8167,0,0.5,0,1088
"2022-11-02 09:00:00",186,5.143,86.8,971.26,0,0.4,0,1121
"2022-11-02 10:00:00",187,6.587,81.6,971.53,0.177,1.2,15.84,1066
"2022-11-02 11:00:00",188,10,63.78,971.11,0.62,2.2,23.39,1083
"2022-11-02 12:00:00",189,11.9,47.05,970.5367,0.767,2.6,36.3,1137
"2022-11-02 13:00:00",190,13.47,29.11,969.5133,0.793,2.6,65.28,1129
"2022-11-02 14:00:00",191,13.91,20.59,968.7167,0.67,1.9,5.26,1080
"2022-11-02 15:00:00",192,13.97,23.72,968.1033,0.523,1.9,307.5,1128
"2022-11-02 16:00:00",193,13.83,23.6,968.13,0.647,2.2,358.1,1195
"2022-11-02 17:00:00",194,13.25,29.06,968.1333,0.563,1.6,250.2,1150
"2022-11-02 18:00:00",195,11.97,43.25,968.3333,0.68,1.2,254.9,1098
"2022-11-02 19:00:00",196,10.81,47.38,968.9033,0.487,1.2,230.6,1170
"2022-11-02 20:00:00",197,9.97,47.15,969.1367,0.733,1.4,250.1,1111
"2022-11-02 21:00:00",198,9.16,49.39,968.9333,1.083,1.5,257.4,1141
"2022-11-02 22:00:00",199,8.74,48.91,968.8066,0.943,1.6,248.4,1112
"2022-11-02 23:00:00",200,8.34,52.03,968.7534,1,1.9,248.4,1096
"2022-11-03 00:00:00",201,7.9,54.92,968.48,0.873,1.6,240.5,1122
"2022-11-03 01:00:00",202,7.093,58.89,968.64,0.72,1.6,262,1184
"2022-11-03 02:00:00",203,7.02,60.13,968.5367,0.68,1.7,262.5,1153
"2022-11-03 03:00:00",204,6.327,62.28,968.2933,0.387,1.5,281.3,1154
"2022-11-03 04:00:00",205,5.637,64.19,968.12,0.233,1,303,1139
"2022-11-03 05:00:00",206,4.773,68.57,968.0034,0.023,0.6,0,1084
"2022-11-03 06:00:00",207,4.507,67.22,968.04,0.14,1,333.9,1133
"2022-11-03 07:00:00",208,4.307,66.63,968.3533,0.04,0.7,0,1104
"2022-11-03 08:00:00",209,5.017,67.44,968.28,0.067,0.9,349.6,1144
"2022-11-03 09:00:00",210,5.877,70.39,968.5367,0.067,0.9,358.2,1130
"2022-11-03 10:00:00",211,6.2,66.28,968.9033,0.357,1.2,44.15,1094
"2022-11-03 11:00:00",212,7.933,60.09,968.2667,0.287,1.3,38.13,1126
"2022-11-03 12:00:00",213,9.89,46.06,967.6967,0.703,2.2,70.82,1177
"2022-11-03 13:00:00",214,11.01,43.42,967.0333,0.813,2.3,82,1161
"2022-11-03 14:00:00",215,10.53,47.99,966.9567,0.69,1.8,62.65,1176
"2022-11-03 15:00:00",216,10.18,50.42,966.89,0.79,2.7,55.77,1194
"2022-11-03 16:00:00",217,9.47,54.33,967.1934,0.663,2.7,67.38,1176
"2022-11-03 17:00:00",218,8.98,59.36,967.03,0.34,1.6,43.91,1177
"2022-11-03 18:00:00",219,8.14,63.18,966.7466,0.01,0.9,0,1115
"2022-11-03 19:00:00",220,7.66,64.16,967.1467,0.463,2.5,244.6,1140
"2022-11-03 20:00:00",221,7.07,66.06,967.3334,0.657,2.6,158.6,1162
"2022-11-03 21:00:00",222,6.507,67.83,967.5634,0.577,1.8,182.4,1127
"2022-11-03 22:00:00",223,5.953,69.13,967.9266,0.507,1.6,166.2,1098
"2022-11-03 23:00:00",224,5.417,69.97,967.99,0.337,1.2,336.7,1180
"2022-11-04 00:00:00",225,4.757,70.12,967.9533,0.34,1.6,21.56,1165
"2022-11-04 01:00:00",226,3.727,67.44,968.1333,0.653,2.3,172.5,1096
"2022-11-04 02:00:00",227,2.527,63.48,968.3234,0.513,1.7,224.1,1158
"2022-11-04 03:00:00",228,1.773,62.95,968.62,0.49,1.5,220.5,1114
"2022-11-04 04:00:00",229,0.877,62.81,968.7033,0.51,1.7,192.1,1104
"2022-11-04 05:00:00",230,-0.067,64.26,968.8367,0.547,1.3,223.1,1168
"2022-11-04 06:00:00",231,-0.307,63.26,969.14,0.517,1.3,232.1,1122
"2022-11-04 07:00:00",232,-1.173,68.85,969.36,0.933,1.8,256.5,1109
"2022-11-04 08:00:00",233,-0.79,66.24,969.8433,0.423,1.8,269.6,1124
"2022-11-04 09:00:00",234,0.283,60.51,970.3267,0.213,2.1,27.96,1162
"2022-11-04 10:00:00",235,1.487,48.05,970.6233,0.767,2.5,81.1,1155
"2022-11-04 11:00:00",236,2.74,43.91,970.61,0.77,2.2,84.1,1055
"2022-11-04 12:00:00",237,4.36,36.87,970.24,0.88,2.5,92.8,1094
"2022-11-04 13:00:00",238,5.57,33.01,969.56,0.87,3.2,74.99,1098
"2022-11-04 14:00:00",239,5.893,32.39,969.3734,1.02,3.6,63.79,1157
"2022-11-04 15:00:00",240,6.037,32.29,969.4,0.807,3.1,39.55,1165
"2022-11-04 16:00:00",241,5.56,33.23,969.67,0.73,2.9,9.43,1100
"2022-11-04 17:00:00",242,4.697,33.06,969.7967,0.573,2,340.6,1063
"2022-11-04 18:00:00",243,3.707,31.96,970.2433,0.653,2.3,172.2,1178
"2022-11-04 19:00:00",244,2.583,34.02,970.91,0.503,1.8,241.9,1106
"2022-11-04 20:00:00",245,2.34,33.05,971.19,0.723,1.3,249.2,1073
"2022-11-04 21:00:00",246,1.813,35.62,971.4267,1.003,1.6,256.7,1152
"2022-11-04 22:00:00",247,1.543,35.4,971.7167,1.163,1.8,245.4,1112
"2022-11-04 23:00:00",248,0.87,36.66,971.9867,0.77,1.5,252.5,1113
"2022-11-05 00:00:00",249,-0.11,42.7,971.91,0.543,1.2,271.9,1169
"2022-11-05 01:00:00",250,-0.643,43.37,971.97,0.593,1.1,268.6,1133
"2022-11-05 02:00:00",251,-1.117,45.24,972.1367,0.29,0.9,277.3,1125
"2022-11-05 03:00:00",252,-1.143,45.69,972.2233,0.797,1.5,248.9,1164
"2022-11-05 04:00:00",253,-1.43,46.34,972.17,0.433,1.1,258.8,1158
"2022-11-05 05:00:00",254,-1.837,50.68,972.3467,0.377,1.1,278.8,1142
"2022-11-05 06:00:00",255,-2.147,53.34,972.54,0.28,1.4,330.1,1163
"2022-11-05 07:00:00",256,-2.213,53.42,972.8234,0.18,1.1,342.4,1100
"2022-11-05 08:00:00",257,-1.197,48.77,973.1533,0.51,1.2,238.5,1106
"2022-11-05 09:00:00",258,0.12,46,973.8234,0.233,1.3,330.7,1144
"2022-11-05 10:00:00",259,1.073,48.86,974.3667,0.323,1.7,17.91,1077
"2022-11-05 11:00:00",260,3.313,37.7,974.1467,0.73,2.9,90.5,1164
"2022-11-05 12:00:00",261,5.067,33.37,973.83,0.953,2.9,96.4,1074
"2022-11-05 13:00:00",262,6.85,28.7,973.1067,0.733,2.4,79.5,1033
"2022-11-05 14:00:00",263,7.163,26.57,972.51,0.78,2.4,86.8,1114
"2022-11-05 15:00:00",264,7.377,26.62,972.1234,0.75,3.3,70.98,1186
"2022-11-05 16:00:00",265,7.307,26.95,971.97,0.697,2.3,17.89,1100
"2022-11-05 17:00:00",266,7.03,27.58,971.87,0.563,2,252.8,1111
"2022-11-05 18:00:00",267,6.337,30.99,972.18,0.69,1.3,253,1149
"2022-11-05 19:00:00",268,5.663,33.51,972.79,0.717,1.3,245.4,1112
"2022-11-05 20:00:00",269,5.003,35.24,973.1633,0.887,1.7,250.5,1078
"2022-11-05 21:00:00",270,4.74,34.93,973.19,0.837,1.5,245.6,1147
"2022-11-05 22:00:00",271,4.79,34.34,973.29,0.713,1.5,241.2,1173
"2022-11-05 23:00:00",272,4.557,37.43,973.4767,0.673,1.6,223.8,1048
"2022-11-06 00:00:00",273,3.51,42.29,973.43,0.397,1.1,273.6,1148
"2022-11-06 01:00:00",274,3.443,44.04,973.3134,0.703,2,254.1,1096
"2022-11-06 02:00:00",275,3.477,44.51,973.2567,0.873,2,242.3,1139
"2022-11-06 03:00:00",276,2.76,48.65,973.32,0.84,2,204.9,1091
"2022-11-06 04:00:00",277,3.507,50.53,973.1633,0.63,2,229.3,1038
"2022-11-06 05:00:00",278,2.057,59.32,973.18,0.163,1.2,331.1,1159
"2022-11-06 06:00:00",279,3.163,57.23,973.3367,0.47,1.3,264.7,1070
"2022-11-06 07:00:00",280,2.19,62.59,973.5034,0.237,1.3,305,1133
"2022-11-06 08:00:00",281,1.323,66.28,973.7966,0,0.8,0,1083
"2022-11-06 09:00:00",282,2.563,64.72,974.3167,0.01,0.6,0,1104
"2022-11-06 10:00:00",283,3.723,63.19,974.6467,0.18,0.9,19.41,1145
"2022-11-06 11:00:00",284,6.517,56.3,974.4867,0.287,1.4,19.3,1157
"2022-11-06 12:00:00",285,8.99,53.16,973.96,0.743,2.7,28.27,1075
"2022-11-06 13:00:00",286,10.02,40.76,973.1833,0.857,3.2,61.25,1144
"2022-11-06 14:00:00",287,10.21,33.65,972.5833,1.063,3.1,56.92,1145
"2022-11-06 15:00:00",288,10.21,33.82,972.15,0.803,2.9,96.5,1114
"2022-11-06 16:00:00",289,9.93,34.59,972.02,0.71,2.3,69.59,1121
"2022-11-06 17:00:00",290,9.43,35.57,971.9667,0.51,1.7,252.2,1104
"2022-11-06 18:00:00",291,8.9,37.12,971.6266,0.77,1.3,245.9,1149
"2022-11-06 19:00:00",292,8.08,40.15,971.8,0.597,1.8,268,1120
"2022-11-06 20:00:00",293,7.667,41.61,972.1266,1.063,1.8,240.7,1130
"2022-11-06 21:00:00",294,7.223,44.32,972.4333,0.717,1.5,237.1,1131
"2022-11-06 22:00:00",295,7.18,45.5,972.62,0.627,1.5,245.9,1087
"2022-11-06 23:00:00",296,6.007,51.47,972.9867,0.043,0.8,340.6,1066
"2022-11-07 00:00:00",297,5.61,53.25,973.0933,0.137,0.8,327.4,1138
"2022-11-07 01:00:00",298,5.44,54.42,972.7634,0.06,0.8,335,1133
"2022-11-07 02:00:00",299,4.893,57.23,972.6567,0,0.6,358.1,1112
"2022-11-07 03:00:00",300,4.29,59.68,972.61,0.153,0.7,336,1137
"2022-11-07 04:00:00",301,3.81,62.12,972.4733,0.153,0.8,331.7,1142
"2022-11-07 05:00:00",302,3.48,63.81,972.0733,0.063,0.7,347.2,1133
"2022-11-07 06:00:00",303,3.007,66.17,972.12,0,0.4,0,1130
"2022-11-07 07:00:00",304,2.37,69.48,972.21,0.093,0.6,342.3,1128
"2022-11-07 08:00:00",305,2.593,69.57,972.5267,0.16,0.9,333.7,1116
"2022-11-07 09:00:00",306,3.443,69.72,972.94,0,0.6,0,1123
"2022-11-07 10:00:00",307,5.717,63.39,972.8934,0.057,0.9,4.915,1054
"2022-11-07 11:00:00",308,7.487,56.82,972.6567,0.423,1.4,56.62,1135
"2022-11-07 12:00:00",309,10.06,47.95,972.5033,0.743,2.3,47.11,1134
"2022-11-07 13:00:00",310,11.21,40.9,971.8567,0.843,3,77.77,1132
"2022-11-07 14:00:00",311,11.65,37.72,970.7633,0.743,2.6,53.58,1167
"2022-11-07 15:00:00",312,12.03,38.57,970.13,0.567,2.2,31.46,1135
"2022-11-07 16:00:00",313,11.84,39.08,970.1567,0.513,2,29.7,1126
"2022-11-07 17:00:00",314,11.31,41.88,970.5,0.297,1,5.989,1132
"2022-11-07 18:00:00",315,10.54,43.59,970.7567,0.403,1.1,255.7,1096
"2022-11-07 19:00:00",316,10.29,44.91,971.1167,0.393,1.2,241.1,1112
"2022-11-07 20:00:00",317,10.03,46.97,971.4767,0.517,1.7,241.2,1108
"2022-11-07 21:00:00",318,9.8,51.97,971.7667,0.507,2.4,222.3,1120
"2022-11-07 22:00:00",319,9.3,53.07,972.03,0.643,1.3,253,1037
