"TOA5","HC_CR300Series","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2025-01-31 07:00:00",19888,-5.697,81.6,974.79,0.107,0.9,9.85,948
"2025-01-31 08:00:00",19889,-6.263,88.3,975.1533,0.037,0.7,3.457,917
"2025-01-31 09:00:00",19890,-6.047,89.4,975.6234,0.063,0.7,8.57,918
"2025-01-31 10:00:00",19891,-5.58,89.2,975.83,0.337,0.9,58.08,996
"2025-01-31 11:00:00",19892,-4.897,88.3,975.7466,0.27,0.9,12.73,951
"2025-01-31 12:00:00",19893,-4.16,89.1,975.7733,0.243,1,32.44,964
"2025-01-31 13:00:00",19894,-3.63,89.9,975.0734,0.213,1,26.38,889
"2025-01-31 14:00:00",19895,-2.997,89.7,974.3134,0.127,0.7,16.71,951
"2025-01-31 15:00:00",19896,-2.203,89.3,974.1,0.183,1.5,35.14,905
"2025-01-31 16:00:00",19897,-2.093,91.1,973.63,0.37,1.2,73.56,944
"2025-01-31 17:00:00",19898,-2.15,92.4,973.01,0.01,0.6,5.593,929
"2025-01-31 18:00:00",19899,-2.183,93.4,973.1333,0.01,0.6,1.397,971
"2025-01-31 19:00:00",19900,-2.143,93.6,973.3134,0.02,0.6,356.3,983
"2025-01-31 20:00:00",19901,-2.447,95.2,973.7466,0.01,0.6,354.2,950
"2025-01-31 21:00:00",19902,-2.357,96,973.8734,0,0.6,0,940
"2025-01-31 22:00:00",19903,-2.363,96.6,973.81,0,0.5,0,931
"2025-01-31 23:00:00",19904,-2.237,96.5,973.69,0,0.5,0,896
"2025-02-01 00:00:00",19905,-2.297,96.6,973.6,0.077,0.7,345.6,904
"2025-02-01 01:00:00",19906,-2.017,96,973.1866,0.097,0.8,343.1,933
"2025-02-01 02:00:00",19907,-2.52,96.5,972.76,0.03,0.8,353.8,974
"2025-02-01 03:00:00",19908,-2.647,96.8,972.4434,0.097,0.7,342.6,956
"2025-02-01 04:00:00",19909,-3.043,97.2,972.2567,0.027,0.6,354,941
"2025-02-01 05:00:00",19910,-3.327,97,972.0967,0.013,0.6,353.9,882
"2025-02-01 06:00:00",19911,-3.52,97.4,972.0167,0,0.5,354.2,932
"2025-02-01 07:00:00",19912,-3.61,97.3,971.77,0,0.5,0,913
"2025-02-01 08:00:00",19913,-4.15,97,971.9767,0,0.5,358.2,940
"2025-02-01 09:00:00",19914,-3.927,97,972.12,0,0.6,359,1034
"2025-02-01 10:00:00",19915,-3.303,97.1,971.8234,0.09,0.6,40.22,933
"2025-02-01 11:00:00",19916,-2.45,93.8,971.3233,0.573,1,79,972
"2025-02-01 12:00:00",19917,-1.057,88.2,970.67,0.64,1.1,82.9,894
"2025-02-01 13:00:00",19918,0.713,80.4,969.65,0.637,1.6,71.5,938
"2025-02-01 14:00:00",19919,1.77,76.05,968.7733,0.727,1.7,45.5,953
"2025-02-01 15:00:00",19920,2.52,72.34,968.05,0.617,2,36.83,967
"2025-02-01 16:00:00",19921,3.123,65.77,967.98,0.387,1.9,310.2,941
"2025-02-01 17:00:00",19922,3.01,61.61,968.3633,0.493,1.2,216.6,948
"2025-02-01 18:00:00",19923,2.05,77.63,968.7133,0.727,1.5,249.2,930
"2025-02-01 19:00:00",19924,1.123,80.8,968.9567,0.64,1.3,250.8,957
"2025-02-01 20:00:00",19925,0.323,81.4,968.9867,0.42,0.9,269.8,950
"2025-02-01 21:00:00",19926,-0.317,80.5,969.11,0.067,1.2,359.2,971
"2025-02-01 22:00:00",19927,-0.947,81.4,969.1567,0.307,1.9,345.3,946
"2025-02-01 23:00:00",19928,-1.357,83,969.0767,0.713,2,351.1,915
"2025-02-02 00:00:00",19929,-1.987,85.4,969.0034,0.48,2.4,5.19,986
"2025-02-02 01:00:00",19930,-2.76,88.8,968.97,0.313,1.2,3.797,950
"2025-02-02 02:00:00",19931,-3.023,89.1,968.7767,0.29,2.2,350.3,945
"2025-02-02 03:00:00",19932,-3.527,89.8,969.2367,0.187,2.2,358.7,937
"2025-02-02 04:00:00",19933,-4.363,93.6,969.4067,0.297,0.9,291.5,909
"2025-02-02 05:00:00",19934,-4.533,94.4,968.9833,0.067,0.8,351.1,933
"2025-02-02 06:00:00",19935,-4.927,95.2,968.81,0.227,0.8,309.1,974
"2025-02-02 07:00:00",19936,-5.043,94.8,968.4333,0.237,0.8,310.6,1029
"2025-02-02 08:00:00",19937,-5.35,94.9,968.48,0.343,1,294.5,922
"2025-02-02 09:00:00",19938,-5.39,94.9,968.2933,0,0.6,358.1,988
"2025-02-02 10:00:00",19939,-3.89,91.1,967.8066,0.153,0.9,12.67,971
"2025-02-02 11:00:00",19940,-2.167,82.7,967.7733,0.47,1.3,100.8,922
"2025-02-02 12:00:00",19941,0.073,73.53,968.1733,0.383,2,48.97,934
"2025-02-02 13:00:00",19942,2.343,65.8,966.9067,0.573,2.1,15.07,1034
"2025-02-02 14:00:00",19943,2.963,63.89,965.55,0.517,1.6,40.77,963
"2025-02-02 15:00:00",19944,3.577,55.16,965.51,0.78,3.3,73.19,977
"2025-02-02 16:00:00",19945,3.477,47.81,965.2967,0.837,3.2,99.7,994
"2025-02-02 17:00:00",19946,3.2,51.81,965.36,0.377,3.2,8.88,1027
"2025-02-02 18:00:00",19947,2.667,53.76,965.21,0.383,1.3,259.8,1045
"2025-02-02 19:00:00",19948,1.907,55.14,965.2534,0.58,1.6,205.2,1032
"2025-02-02 20:00:00",19949,1.083,59.55,965.3,0.507,1.2,230.4,965
"2025-02-02 21:00:00",19950,0.573,61.47,964.96,0.363,1.2,223.4,984
"2025-02-02 22:00:00",19951,-0.037,63.75,964.8167,0.583,1.2,210.2,979
"2025-02-02 23:00:00",19952,-0.567,67.28,964.6766,0.66,1.5,191.7,944
"2025-02-03 00:00:00",19953,-1.027,71.58,964.7267,0.263,1.8,347.3,1013
"2025-02-03 01:00:00",19954,-1.433,78.29,964.93,0.073,1.2,11.44,1049
"2025-02-03 02:00:00",19955,-2.113,82.9,965.13,0.44,1.2,53.61,961
"2025-02-03 03:00:00",19956,-2.457,79.97,965.06,0.473,1.2,33.41,1035
"2025-02-03 04:00:00",19957,-2.657,82.1,964.8933,0.4,2.5,22.39,976
"2025-02-03 05:00:00",19958,-3.433,82.2,964.2967,0.817,3.2,35.54,991
"2025-02-03 06:00:00",19959,-4.567,79.46,964.1567,0.51,3.1,20.72,1024
"2025-02-03 07:00:00",19960,-4.367,72.72,963.7633,0.973,4,24.56,1019
"2025-02-03 08:00:00",19961,-5.62,63.81,964.0734,0.84,4,3.501,1010
"2025-02-03 09:00:00",19962,-6.343,63.88,964.9733,0.847,3,45.66,970
"2025-02-03 10:00:00",19963,-6.023,58.99,965.5,1.297,4.5,76.67,990
"2025-02-03 11:00:00",19964,-5.767,52.95,965.5034,1.44,5.2,54.23,970
"2025-02-03 12:00:00",19965,-5.147,45.46,965.32,1.553,5.2,23.93,961
"2025-02-03 13:00:00",19966,-4.873,42.18,964.8666,1.637,5.6,54.71,935
"2025-02-03 14:00:00",19967,-4.89,41.75,964.3467,1.73,5.3,51.06,979
"2025-02-03 15:00:00",19968,-5.093,41.77,963.8134,1.49,6.2,52.49,930
"2025-02-03 16:00:00",19969,-5.253,39.58,963.8533,1.387,4.8,34.61,1005
"2025-02-03 17:00:00",19970,-5.723,37.25,964.0367,1.32,7,79.86,992
"2025-02-03 18:00:00",19971,-6.26,40.31,964.4366,1.123,4.6,22.06,976
"2025-02-03 19:00:00",19972,-7.453,44.9,964.93,0.873,4.4,127.4,1061
"2025-02-03 20:00:00",19973,-8.47,44.71,965.6766,0.95,3.7,39.57,988
"2025-02-03 21:00:00",19974,-9.49,47.54,966.1866,0.823,3.7,148.9,973
"2025-02-03 22:00:00",19975,-10.24,50.02,966.6,0.813,3.6,142.2,935
"2025-02-03 23:00:00",19976,-10.99,53.12,966.8234,0.803,3.2,175,950
"2025-02-04 00:00:00",19977,-11.75,58.76,966.7833,0.85,3.3,119,945
"2025-02-04 01:00:00",19978,-12.62,64.06,966.71,0.623,2.2,312.3,956
"2025-02-04 02:00:00",19979,-13.06,64.83,966.3533,0.717,3.3,218.5,886
"2025-02-04 03:00:00",19980,-13.55,66.8,966.1467,0.797,2.6,184.6,954
"2025-02-04 04:00:00",19981,-14.12,68.14,965.77,0.46,1.4,261.3,972
"2025-02-04 05:00:00",19982,-14.36,67.35,965.41,0.463,1.4,276.3,933
"2025-02-04 06:00:00",19983,-14.81,68.47,965.1633,0.53,1.4,220.9,975
"2025-02-04 07:00:00",19984,-15.11,68.44,964.9133,0.597,1.5,209.6,955
"2025-02-04 08:00:00",19985,-15.54,69.68,965.01,0.407,1.4,257.1,978
"2025-02-04 09:00:00",19986,-15.16,67.82,965.1967,0.433,1.9,58.74,986
"2025-02-04 10:00:00",19987,-13.94,61.31,965.0933,1.087,3.7,101.1,1000
"2025-02-04 11:00:00",19988,-12.71,55.66,964.9667,1.233,3.4,71.28,996
"2025-02-04 12:00:00",19989,-11.36,49.02,964.5233,1.44,5.5,76.76,978
"2025-02-04 13:00:00",19990,-10.24,43.48,963.6767,1.53,5.5,67.75,1035
"2025-02-04 14:00:00",19991,-9.78,41.63,963.1234,1.673,6.4,61.61,956
"2025-02-04 15:00:00",19992,-9.51,42.57,962.5533,1.413,6.7,67,962
"2025-02-04 16:00:00",19993,-9.46,41.58,962.5933,1.467,5,72.47,998
"2025-02-04 17:00:00",19994,-9.96,45.32,962.7033,1.007,5,44.35,1038
"2025-02-04 18:00:00",19995,-10.43,47.78,962.9,0.793,2.8,68.89,970
"2025-02-04 19:00:00",19996,-11.51,51.97,963.3867,0.56,2,336.3,1012
"2025-02-04 20:00:00",19997,-12.02,54.9,963.5533,0.56,2.1,221.1,973
"2025-02-04 21:00:00",19998,-12.72,57.71,963.9467,0.427,1.3,253,968
"2025-02-04 22:00:00",19999,-13.13,59.72,964.2533,0.6,1.4,176.2,1006
"2025-02-04 23:00:00",20000,-13.64,61.69,964.49,0.583,2.2,188.4,1049
"2025-02-05 00:00:00",20001,-14.17,63.82,964.6234,0.477,1.3,241.2,948
"2025-02-05 01:00:00",20002,-14.51,66.09,964.4033,0.64,1.7,187.6,959
"2025-02-05 02:00:00",20003,-14.89,67.24,964.3667,0.63,1.9,186.3,965
"2025-02-05 03:00:00",20004,-15.47,68.95,964.22,0.513,1.4,209.2,983
"2025-02-05 04:00:00",20005,-15.99,69.82,963.91,0.61,1.3,224.9,1041
"2025-02-05 05:00:00",20006,-16.42,70.14,963.6766,0.74,1.3,255.5,1053
"2025-02-05 06:00:00",20007,-16.77,71.32,963.5833,0.73,1.5,257.6,1056
"2025-02-05 07:00:00",20008,-16.77,70.98,963.3667,0.507,1.4,239.7,994
"2025-02-05 08:00:00",20009,-16.91,71.86,963.2567,0.753,1.4,253.3,960
"2025-02-05 09:00:00",20010,-16.11,69.97,963.57,0.467,1.3,288.6,984
"2025-02-05 10:00:00",20011,-14.16,62.9,963.9033,1.053,3,86.3,997
"2025-02-05 11:00:00",20012,-12.29,53.85,963.9434,1.533,5.4,93.4,958
"2025-02-05 12:00:00",20013,-10.73,44.04,963.6067,1.633,5.2,64.48,970
"2025-02-05 13:00:00",20014,-9.15,38.44,962.91,1.417,5.7,65.73,1054
"2025-02-05 14:00:00",20015,-8.19,36.05,962.15,1.59,5.7,57.59,953
"2025-02-05 15:00:00",20016,-7.88,35.32,961.7667,1.957,6.4,25.87,992
"2025-02-05 16:00:00",20017,"INF",36.43,961.9366,1.44,4.8,44.01,986
"2025-02-05 17:00:00",20018,-8.27,33.34,962.5433,1.453,7.7,95.1,1038
"2025-02-05 18:00:00",20019,-8.93,36.6,963.03,0.953,4.4,91.9,1069
"2025-02-05 19:00:00",20020,-9.82,40.94,963.2167,0.81,4.9,24.93,1014
"2025-02-05 20:00:00",20021,-10.44,41.98,964.12,0.74,2.8,97.9,1036
"2025-02-05 21:00:00",20022,-11.24,42.54,964.5467,0.937,3.5,172.3,1006
"2025-02-05 22:00:00",20023,-11.99,43.82,965.6166,0.58,3.1,287.4,973
"2025-02-05 23:00:00",20024,-12.66,46.64,966.4233,0.56,3.1,220.3,1055
"2025-02-06 00:00:00",20025,-13.44,49.31,966.91,0.453,1.3,309.8,1016
"2025-02-06 01:00:00",20026,-13.92,51.14,967.0933,0.343,1.5,267,984
"2025-02-06 02:00:00",20027,-14.21,53.6,967.65,0.69,2.2,184.4,981
"2025-02-06 03:00:00",20028,-14.73,56.25,967.52,0.987,2.2,187.3,950
"2025-02-06 04:00:00",20029,-15.45,59.42,967.1934,0.553,1.2,236.9,965
"2025-02-06 05:00:00",20030,-15.77,60.06,966.83,0.503,1.2,241,1014
"2025-02-06 06:00:00",20031,-15.94,60.07,967.4767,0.617,1.6,244,944
"2025-02-06 07:00:00",20032,-16.19,60.8,967.8734,0.797,2.2,215.9,991
"2025-02-06 08:00:00",20033,-16.27,61.14,968.5233,0.683,1.7,220.9,968
"2025-02-06 09:00:00",20034,-15.13,57.75,969.2833,0.34,1.5,279.8,985
"2025-02-06 10:00:00",20035,-13.31,52.75,969.5833,0.4,1.2,18.17,942
"2025-02-06 11:00:00",20036,-10.69,41.33,969.1367,0.863,2.2,86.1,898
"2025-02-06 12:00:00",20037,-8.68,38.97,968.9333,0.963,3.4,69.46,941
"2025-02-06 13:00:00",20038,-7.277,37.54,967.8633,1.217,3.6,84.5,928
"2025-02-06 14:00:00",20039,-6.19,38.77,966.4167,1.223,3.9,61.53,957
"2025-02-06 15:00:00",20040,-5.693,39.45,965.5,1.273,3.9,91.6,927
"2025-02-06 16:00:00",20041,-5.333,39.88,965.5634,1.273,4.1,58.36,966
"2025-02-06 17:00:00",20042,-5.733,49.19,965.89,1.083,4.1,55.54,963
"2025-02-06 18:00:00",20043,-6.797,69.71,966.0167,0.773,2.9,56.79,976
"2025-02-06 19:00:00",20044,-7.61,83.7,965.9067,0.32,1.7,22.44,963
"2025-02-06 20:00:00",20045,-7.4,85.8,966.1666,0.21,1,37.2,996
"2025-02-06 21:00:00",20046,-7.283,87,966.47,0.353,2,44.19,1007
"2025-02-06 22:00:00",20047,-7.85,88.1,966.6733,0.473,2,260.2,1024
"2025-02-06 23:00:00",20048,-7.807,82.9,967.04,0.637,2.6,202.4,955
"2025-02-07 00:00:00",20049,-8.23,78.49,966.9366,0.637,1.3,230.9,1012
"2025-02-07 01:00:00",20050,-8.71,75.02,966.5167,0.837,1.8,252,987
"2025-02-07 02:00:00",20051,-9.34,76.7,965.48,0.977,1.9,252.4,957
"2025-02-07 03:00:00",20052,-9.45,72.4,964.7933,0.92,2.1,246.5,989
"2025-02-07 04:00:00",20053,-9.4,69.99,964.1433,0.983,2,243.8,1038
"2025-02-07 05:00:00",20054,-10.02,76.29,963.7867,0.523,1.8,306.3,1011
"2025-02-07 06:00:00",20055,-10.44,83.3,962.6367,0.087,1.1,2.842,1000
"2025-02-07 07:00:00",20056,-10.46,84.7,962.06,0.607,2,349.4,1023
"2025-02-07 08:00:00",20057,-10.55,87.5,961.92,0.527,2.3,69.92,1019
"2025-02-07 09:00:00",20058,-10.62,86.3,962.94,0.747,6.3,20.02,988
"2025-02-07 10:00:00",20059,-10.82,85.6,963.9366,0.767,4.3,12.14,951
"2025-02-07 11:00:00",20060,-10.53,77.93,964.1234,0.873,3.6,15.68,1006
"2025-02-07 12:00:00",20061,-10.58,60.39,963.99,1.527,6.9,99.7,962
"2025-02-07 13:00:00",20062,-9.95,41.96,963.8333,1.717,6.3,94.8,1005
"2025-02-07 14:00:00",20063,-9.52,36.63,963.35,1.653,5.9,94.2,1035
"2025-02-07 15:00:00",20064,-10.05,34.86,963.4167,1.777,6.2,102.1,953
"2025-02-07 16:00:00",20065,-10.47,38.7,964.0433,1.57,7.2,83.2,994
"2025-02-07 17:00:00",20066,-10.77,41.96,965.0467,1.21,4.5,85.9,987
"2025-02-07 18:00:00",20067,-11.5,45.75,966.2267,1.053,4.3,109.8,994
"2025-02-07 19:00:00",20068,-12.61,51.22,967.6266,0.937,3.6,105.3,998
"2025-02-07 20:00:00",20069,-13.44,54.87,968.92,0.827,3.6,156.6,1003
"2025-02-07 21:00:00",20070,-13.98,57.09,969.8967,0.663,2.5,191.8,993
"2025-02-07 22:00:00",20071,-14.43,59.68,970.7267,0.887,4.8,183.4,950
"2025-02-07 23:00:00",20072,-14.83,62.16,971.1866,0.823,3,160.9,962
"2025-02-08 00:00:00",20073,-15.38,65.1,971.6133,0.437,1.9,235.6,993
"2025-02-08 01:00:00",20074,-15.74,66.77,972.0933,0.533,1.2,231.1,936
"2025-02-08 02:00:00",20075,-16.05,68.31,972.3467,0.61,1.4,236.9,942
"2025-02-08 03:00:00",20076,-16.25,69.03,972.0733,0.757,1.4,257.5,952
"2025-02-08 04:00:00",20077,-16.48,70.24,972.2733,0.67,1.4,250.1,923
"2025-02-08 05:00:00",20078,-16.68,71.04,972.23,0.73,1.3,251.9,963
"2025-02-08 06:00:00",20079,-16.95,72.16,972.11,0.767,1.6,248.9,985
"2025-02-08 07:00:00",20080,-17.24,73.47,972.5767,0.857,1.5,254.7,931
"2025-02-08 08:00:00",20081,-17.16,73.57,973.28,0.947,1.5,252.3,907
"2025-02-08 09:00:00",20082,-15.94,70.56,973.9767,0.41,1.4,284.2,935
"2025-02-08 10:00:00",20083,-14.29,64.08,974.5133,0.757,3.2,89.9,902
"2025-02-08 11:00:00",20084,-13.19,58.98,974.7534,1.183,3.9,96.3,932
"2025-02-08 12:00:00",20085,-12,55.23,975.0733,1.083,3.3,68.9,928
"2025-02-08 13:00:00",20086,-10.62,51.94,974.4567,1.197,3.2,64.24,955
"2025-02-08 14:00:00",20087,-9.57,50.15,973.7267,0.99,4,96.5,965
"2025-02-08 15:00:00",20088,-8.81,48.92,973.2633,0.99,4,93.8,943
"2025-02-08 16:00:00",20089,-8.38,47.64,973.2167,0.89,2.7,42.29,988
"2025-02-08 17:00:00",20090,-8.44,50.99,973.28,0.523,1.9,19.93,979
"2025-02-08 18:00:00",20091,-8.89,52.85,973.4667,0.517,1.4,287.4,944
"2025-02-08 19:00:00",20092,-9.75,56.77,973.96,0.517,1,255.2,955
"2025-02-08 20:00:00",20093,-10.15,58.16,974.3033,0.637,1.5,228.5,946
"2025-02-08 21:00:00",20094,-10.52,59.26,974.5733,0.623,1.5,231.6,995
"2025-02-08 22:00:00",20095,-10.92,60.7,974.9867,0.463,1.2,239.9,971
"2025-02-08 23:00:00",20096,-10.9,60.81,975.24,0.657,1.4,229.9,940
"2025-02-09 00:00:00",20097,-11.14,62.17,975.0767,1.11,1.7,246.5,920
"2025-02-09 01:00:00",20098,-11.4,63.67,974.8567,0.627,1.4,255.9,987
"2025-02-09 02:00:00",20099,-12.02,66.81,974.66,0.907,1.9,244.7,949
"2025-02-09 03:00:00",20100,-12.4,71.15,974.69,0.7,1.4,218.9,928
"2025-02-09 04:00:00",20101,-12.27,72.62,974.41,0.66,1.5,242.3,889
"2025-02-09 05:00:00",20102,-12.28,73.14,974.3367,0.677,1.5,242,942
"2025-02-09 06:00:00",20103,-12.71,75.45,974.4533,0.607,1.5,231.5,898
"2025-02-09 07:00:00",20104,-13.13,77.96,974.6266,0.47,1.1,224.2,929
"2025-02-09 08:00:00",20105,-13.26,79.01,974.92,0.59,1.4,235.6,937
"2025-02-09 09:00:00",20106,-12.09,75.98,975.1133,0.66,1.5,258,935
"2025-02-09 10:00:00",20107,-10.97,71.66,975.0267,0.257,1.6,3.627,901
"2025-02-09 11:00:00",20108,-9.23,66.96,974.9667,0.677,2.7,33.61,961
"2025-02-09 12:00:00",20109,-7.617,60.08,974.4767,1.05,2.5,65.03,1021
"2025-02-09 13:00:00",20110,-6.127,53.14,973.4167,1.023,3.4,57.06,984
"2025-02-09 14:00:00",20111,-5.527,50.63,972.7133,1.183,4.2,58.01,992
"2025-02-09 15:00:00",20112,-4.747,48.79,972.01,1.207,4.8,80.6,972
"2025-02-09 16:00:00",20113,-4.233,49.58,971.6233,0.893,3.8,66.79,987
"2025-02-09 17:00:00",20114,-4.397,52.27,971.4133,0.693,3.3,61.06,929
"2025-02-09 18:00:00",20115,-4.723,52.01,971.4366,0.51,2.7,349.1,917
"2025-02-09 19:00:00",20116,-5.43,53.3,971.89,0.36,1.3,283.6,952
"2025-02-09 20:00:00",20117,-5.94,54.15,972.0767,0.61,1.3,233.1,1012
"2025-02-09 21:00:00",20118,-6.897,59.82,972.23,0.617,1.3,248,961
"2025-02-09 22:00:00",20119,-7.49,66.05,972.5833,0.813,1.4,255.8,958
"2025-02-09 23:00:00",20120,-8.16,72.01,972.8066,0.91,1.6,260.4,956
"2025-02-10 00:00:00",20121,-8.72,75.86,973.0034,0.79,1.5,243.9,913
"2025-02-10 01:00:00",20122,-8.78,79.78,973.06,0.857,1.6,246.6,945
"2025-02-10 02:00:00",20123,-8.82,81.3,973.0466,0.927,1.7,248,953
"2025-02-10 03:00:00",20124,-9.37,84.3,973.2067,0.673,1.5,240.2,956
"2025-02-10 04:00:00",20125,-9.57,87.8,973.1533,0.647,1.7,220.9,952
"2025-02-10 05:00:00",20126,-9.84,89.1,973.2933,0.723,1.5,228.9,936
"2025-02-10 06:00:00",20127,-9.87,89.4,973.53,0.66,1.4,223.4,919
"2025-02-10 07:00:00",20128,-9.89,89.1,972.9434,0.713,1.6,252,938
"2025-02-10 08:00:00",20129,-10.04,87.6,973.12,0.473,1.7,255.8,916
"2025-02-10 09:00:00",20130,-9.47,86.5,973.4567,0.56,1.7,182.4,934
"2025-02-10 10:00:00",20131,-8.23,84.4,973.7667,0.34,1.4,33.69,939
"2025-02-10 11:00:00",20132,-6.523,68.14,974.0134,1.043,3.3,92,924
"2025-02-10 12:00:00",20133,-5.327,57.99,974.2433,1.127,3,103.5,932
"2025-02-10 13:00:00",20134,-4.037,56.44,973.4567,1.477,4.7,81.5,992
"2025-02-10 14:00:00",20135,-3.443,59.03,972.8833,1.39,4.5,82.8,918
"2025-02-10 15:00:00",20136,-2.847,56.31,972.5667,1.247,4.7,54.48,938
"2025-02-10 16:00:00",20137,-2.697,53.4,972.3567,0.97,3.3,105.5,934
"2025-02-10 17:00:00",20138,-3.003,52.85,972.2333,0.893,4.9,19.11,937
"2025-02-10 18:00:00",20139,-3.413,52.79,972.45,0.563,4.2,358.8,905
"2025-02-10 19:00:00",20140,-3.887,53.52,973.2067,0.51,1.5,262.6,930
"2025-02-10 20:00:00",20141,-4.277,55.7,973.9467,0.467,1.3,233.1,963
"2025-02-10 21:00:00",20142,-4.79,58.62,974.47,0.507,1.4,231.4,909
"2025-02-10 22:00:00",20143,-5.247,61.45,974.83,0.713,1.5,260.7,857
"2025-02-10 23:00:00",20144,-5.657,63.45,975.1367,0.913,1.7,252.5,867
"2025-02-11 00:00:00",20145,-5.957,65.97,975.5367,0.88,1.8,245.8,921
"2025-02-11 01:00:00",20146,-6.29,68.88,975.8167,0.967,1.6,244.4,888
"2025-02-11 02:00:00",20147,-6.597,73.55,975.92,0.737,1.5,241,936
"2025-02-11 03:00:00",20148,-6.833,77.44,976.47,0.95,1.7,248.9,909
"2025-02-11 04:00:00",20149,-6.997,79.16,976.72,0.437,1.4,258.3,943
"2025-02-11 05:00:00",20150,-7.317,80.1,976.6667,0.397,1.4,295.9,956
"2025-02-11 06:00:00",20151,-8.23,82.5,977.2167,0.39,1.4,284.5,948
"2025-02-11 07:00:00",20152,-8.89,85.5,977.6433,0.17,1.1,332.8,923
"2025-02-11 08:00:00",20153,-9.34,87.7,978.25,0.067,0.6,346.8,950
"2025-02-11 09:00:00",20154,-7.567,82.6,978.62,0.137,1.2,343.7,895
"2025-02-11 10:00:00",20155,-7.023,78.31,978.9033,0.047,1,0,892
"2025-02-11 11:00:00",20156,-3.95,68.42,979.0167,0.653,2.6,29.97,914
"2025-02-11 12:00:00",20157,-2.023,58.81,978.6,0.853,2.9,37.14,935
"2025-02-11 13:00:00",20158,-0.663,50.91,977.77,0.957,3.1,21.89,911
"2025-02-11 14:00:00",20159,0.34,46.1,976.7833,0.86,2.9,87.2,934
"2025-02-11 15:00:00",20160,0.743,43.54,975.2967,0.84,3.5,36.76,962
"2025-02-11 16:00:00",20161,1.157,42.02,974.7733,0.803,3.1,16.3,960
"2025-02-11 17:00:00",20162,1.07,42.61,974.5467,0.417,2.5,316.4,970
"2025-02-11 18:00:00",20163,0.767,42.5,974.5867,0.663,1.3,250.4,886
"2025-02-11 19:00:00",20164,-0.2,44.06,974.5767,0.823,1.5,250.6,900
"2025-02-11 20:00:00",20165,-0.557,42.45,974.5433,0.607,1.5,241.9,928
"2025-02-11 21:00:00",20166,-0.55,38.71,974.1167,0.51,1.2,248.3,945
"2025-02-11 22:00:00",20167,-1.207,39.46,973.5067,0.057,0.8,339.5,984
"2025-02-11 23:00:00",20168,-0.857,38.84,972.67,0.517,1.1,257.2,916
"2025-02-12 00:00:00",20169,-1.467,43.52,971.8567,0.15,1.1,327.8,930
"2025-02-12 01:00:00",20170,-1.927,46.01,971.5833,0.043,1.4,348.7,953
"2025-02-12 02:00:00",20171,-1.503,47.04,972.0933,0.837,2,234.5,949
"2025-02-12 03:00:00",20172,-1.283,47.17,971.66,0.523,1.7,286.6,966
"2025-02-12 04:00:00",20173,-1.08,48.2,971.0267,0.64,2.2,242.1,941
"2025-02-12 05:00:00",20174,-0.59,54.13,969.6967,0.413,1.4,302.5,958
"2025-02-12 06:00:00",20175,-0.35,59.53,968.6733,0.37,1.3,277.1,957
"2025-02-12 07:00:00",20176,-0.287,57.74,967.2267,0.417,1.2,275.1,972
"2025-02-12 08:00:00",20177,-0.803,62.18,966.0034,0.203,1.3,358.8,981
"2025-02-12 09:00:00",20178,-1.713,80.6,965.4933,0.327,1.2,343.1,981
"2025-02-12 10:00:00",20179,-1.633,86.6,964.65,0.14,1.2,18.51,967
"2025-02-12 11:00:00",20180,-1.78,89.8,963.89,0.057,0.9,21.21,1025
"2025-02-12 12:00:00",20181,-1.773,92.7,962.97,0.377,0.9,49.54,957
"2025-02-12 13:00:00",20182,-0.92,93.4,961.86,0.31,1.7,59.28,1053
"2025-02-12 14:00:00",20183,-0.537,93.2,960.9767,0.387,1.3,50.76,1030
"2025-02-12 15:00:00",20184,-0.65,95.2,960.1934,0.383,1,35.88,1052
"2025-02-12 16:00:00",20185,-0.563,96.9,959.5967,0.217,0.9,16.62,1046
"2025-02-12 17:00:00",20186,-0.62,97.6,959.4933,0.073,1.3,4.018,995
"2025-02-12 18:00:00",20187,-0.473,97.9,959.56,0.63,2.2,61.44,998
"2025-02-12 19:00:00",20188,-0.453,95.9,960.4567,1.123,4.8,62.75,978
"2025-02-12 20:00:00",20189,-1.083,88.7,961.2733,1.103,4.8,86.1,1018
"2025-02-12 21:00:00",20190,-1.75,81.2,962.6733,1.123,5,98.8,947
"2025-02-12 22:00:00",20191,-2.503,76.69,963.9966,1.4,7,134.2,991
"2025-02-12 23:00:00",20192,-3.907,74.83,965.0634,1.213,4.8,92,994
"2025-02-13 00:00:00",20193,-4.963,71.99,966.6,1.22,4.7,80.8,960
"2025-02-13 01:00:00",20194,-6.053,70,967.8834,0.757,2.9,31.67,941
"2025-02-13 02:00:00",20195,-6.703,67.92,968.3467,0.977,3.9,132.4,920
"2025-02-13 03:00:00",20196,-7.24,65.98,969.3333,0.72,2.3,229.3,1000
"2025-02-13 04:00:00",20197,-7.397,61.71,969.7833,0.833,2.3,193.1,915
