"TOA5","CRNP_1","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2025-09-25 23:00:00",25592,17.03,99.7,970.99,0.293,0.9,276.2,991
"2025-09-26 00:00:00",25593,16.63,100,971.07,0.213,1,318.8,1027
"2025-09-26 01:00:00",25594,16.39,100,971.1567,0.193,1,316.5,974
"2025-09-26 02:00:00",25595,15.97,100,971.3433,0,0.7,0,922
"2025-09-26 03:00:00",25596,15.56,100,971.45,0.093,0.9,330.5,1025
"2025-09-26 04:00:00",25597,14.77,100,971.6333,0,0.6,0,1041
"2025-09-26 05:00:00",25598,14.61,100,971.62,0,0.5,0,968
"2025-09-26 06:00:00",25599,14.4,100,971.5967,0,0.5,3.158,920
"2025-09-26 07:00:00",25600,14.32,100,971.71,0,0.5,0,1021
"2025-09-26 08:00:00",25601,14.46,100,972.08,0.077,1.1,21.44,932
"2025-09-26 09:00:00",25602,14.79,100,972.4567,0,0.8,0.882,972
"2025-09-26 10:00:00",25603,15.02,100,972.7367,0.183,0.9,3.06,984
"2025-09-26 11:00:00",25604,15.51,100,972.4966,0.243,1,93.3,969
"2025-09-26 12:00:00",25605,17.22,100,971.91,0.337,1.3,36.45,1055
"2025-09-26 13:00:00",25606,19.94,90.2,970.9867,0,0.8,4.569,942
"2025-09-26 14:00:00",25607,21.26,83,970.4867,0.39,1.6,354.8,970
"2025-09-26 15:00:00",25608,21.65,78.39,970.2133,0.447,1.8,341.9,988
"2025-09-26 16:00:00",25609,21.78,75.65,970.24,0.34,1.3,290.9,973
"2025-09-26 17:00:00",25610,20.87,80.2,970.01,0.493,1.1,256.2,1022
"2025-09-26 18:00:00",25611,20.54,84.4,970.2667,0.337,1.2,208.9,1093
"2025-09-26 19:00:00",25612,19.35,88.9,970.59,0.393,1,255.1,999
"2025-09-26 20:00:00",25613,18.61,89.7,971.0133,0.39,0.8,262.4,999
"2025-09-26 21:00:00",25614,18.13,90.4,971.4867,0.153,0.7,304.9,1030
"2025-09-26 22:00:00",25615,17.63,93.7,971.5233,0,0.6,353.8,1036
"2025-09-26 23:00:00",25616,16.89,97.7,971.4,0.023,0.6,346.6,1012
"2025-09-27 00:00:00",25617,16.87,98.8,971.3834,0.037,0.7,324.5,1049
"2025-09-27 01:00:00",25618,16.03,100,971.12,0.02,0.6,339.1,997
"2025-09-27 02:00:00",25619,15.6,100,971.4133,0.013,0.6,0,1032
"2025-09-27 03:00:00",25620,15.53,100,971.2466,0.043,0.6,337.7,990
"2025-09-27 04:00:00",25621,15.07,100,971.4633,0.01,0.5,358.1,937
"2025-09-27 05:00:00",25622,14.61,100,971.3234,0,0.5,0,959
"2025-09-27 06:00:00",25623,13.98,100,971.2534,0,0.4,0,995
"2025-09-27 07:00:00",25624,13.81,100,971.4266,0,0.6,3.322,991
"2025-09-27 08:00:00",25625,13.73,100,971.6833,0,0.6,0,1030
"2025-09-27 09:00:00",25626,14.29,100,971.6567,0.01,0.7,25.21,1061
"2025-09-27 10:00:00",25627,16,99.6,971.8533,0,0.7,11.53,1051
"2025-09-27 11:00:00",25628,19.24,86.3,971.45,0,0.7,0,979
"2025-09-27 12:00:00",25629,21.56,68.63,970.84,0.223,1.8,354.3,981
"2025-09-27 13:00:00",25630,22.18,61.86,970.37,0.3,1.8,297.5,941
"2025-09-27 14:00:00",25631,22.34,64.99,969.7733,0.1,0.8,335.6,1002
"2025-09-27 15:00:00",25632,22.03,67.29,969.2167,0.313,0.9,272.3,988
"2025-09-27 16:00:00",25633,21.79,68.99,968.9867,0.46,1,263.5,1036
"2025-09-27 17:00:00",25634,20.99,74.31,969.0634,0.517,0.9,251.9,991
"2025-09-27 18:00:00",25635,20.32,76.77,969.03,0.46,1,259.7,1031
"2025-09-27 19:00:00",25636,19.56,79.54,968.8734,0.343,1,278,1031
"2025-09-27 20:00:00",25637,18.5,81.6,968.6967,0.09,0.7,319.8,1040
"2025-09-27 21:00:00",25638,17.9,82.1,968.8,0.02,0.6,340.6,1075
"2025-09-27 22:00:00",25639,17.72,82.5,968.3134,0.057,0.7,334.7,985
"2025-09-27 23:00:00",25640,17.16,87.1,968.02,0,0.5,0,1055
"2025-09-28 00:00:00",25641,16.75,92.3,967.5333,0.043,0.8,351.3,1036
"2025-09-28 01:00:00",25642,16.57,94.8,967.3367,0.04,0.8,351.2,1054
"2025-09-28 02:00:00",25643,16.1,97.7,966.8933,0,0.4,0,983
"2025-09-28 03:00:00",25644,15.73,99.3,966.38,0,0.5,0,1038
"2025-09-28 04:00:00",25645,16.29,97.1,965.53,0.083,0.9,339.2,990
"2025-09-28 05:00:00",25646,17.03,94.5,965.01,0.133,0.8,323.4,1053
"2025-09-28 06:00:00",25647,16.04,100,964.69,0,0.7,0,1035
"2025-09-28 07:00:00",25648,15.51,100,964.0367,0.063,0.8,348.6,1049
"2025-09-28 08:00:00",25649,16.56,100,963.26,0.387,1.1,290.3,1050
"2025-09-28 09:00:00",25650,16.09,100,963.5767,0.127,1,5.21,988
"2025-09-28 10:00:00",25651,15.77,100,963.1,0,0.4,0,968
"2025-09-28 11:00:00",25652,16.13,100,962.84,0.06,1.8,2.116,1009
"2025-09-28 12:00:00",25653,15.8,100,963.07,0.353,1.7,132.1,982
"2025-09-28 13:00:00",25654,16.04,100,961.4366,0.347,1.7,325.7,1028
"2025-09-28 14:00:00",25655,16.77,100,961.08,0,0.9,2.289,1048
"2025-09-28 15:00:00",25656,16.85,100,960.8867,0.033,0.9,3.303,1066
"2025-09-28 16:00:00",25657,17.07,100,960.7833,0.057,1,5.68,1121
"2025-09-28 17:00:00",25658,17.28,100,960.95,0.083,0.9,354.5,1078
"2025-09-28 18:00:00",25659,16.94,100,961.4333,0.067,0.9,340.6,1105
"2025-09-28 19:00:00",25660,16.69,100,961.79,0.22,1.1,318.5,988
"2025-09-28 20:00:00",25661,16.54,100,962.0167,0.103,0.9,328.2,1020
"2025-09-28 21:00:00",25662,16.45,100,962.5566,0.203,1.3,314.5,1055
"2025-09-28 22:00:00",25663,16.1,100,962.8933,0.513,1.9,139.5,1045
"2025-09-28 23:00:00",25664,15.91,100,963.1866,0.477,1.3,151.4,1002
"2025-09-29 00:00:00",25665,15.72,100,963.0667,0.46,1.4,160.5,998
"2025-09-29 01:00:00",25666,15.66,100,963.29,0.097,0.9,349.2,1051
"2025-09-29 02:00:00",25667,15.64,100,963.3433,0.087,0.8,0,1018
"2025-09-29 03:00:00",25668,15.43,100,963.2067,0.207,1,343.3,1046
"2025-09-29 04:00:00",25669,15.27,100,963.3933,0.113,1,332.7,1004
"2025-09-29 05:00:00",25670,15.06,100,963.3667,0.117,0.7,330,1029
"2025-09-29 06:00:00",25671,14.93,100,963.8033,0,0.6,356.8,998
"2025-09-29 07:00:00",25672,14.88,100,964.5233,0,0.5,358.3,1001
"2025-09-29 08:00:00",25673,14.9,100,965.0367,0.103,0.8,358.9,992
"2025-09-29 09:00:00",25674,15.43,100,965.4133,0.327,1.1,57.7,1035
"2025-09-29 10:00:00",25675,16.37,98.1,965.5767,0.3,1.3,32.06,1020
"2025-09-29 11:00:00",25676,17.59,87.5,965.3433,0.473,1.9,9.15,990
"2025-09-29 12:00:00",25677,18.26,85.1,965.2667,0.263,1.2,336.5,964
"2025-09-29 13:00:00",25678,18.83,82.9,964.72,0.363,1.3,359.4,1031
"2025-09-29 14:00:00",25679,19.61,81.4,964.24,0.283,1.4,13.75,1032
"2025-09-29 15:00:00",25680,19.61,82.6,964.0867,0.26,1.4,17.43,1010
"2025-09-29 16:00:00",25681,19.17,83.2,964.2033,0.41,0.9,248.9,1021
"2025-09-29 17:00:00",25682,18.58,85.9,964.16,0.58,1,250.1,1013
"2025-09-29 18:00:00",25683,18.3,89.4,964.18,0.563,1.2,246.1,1090
"2025-09-29 19:00:00",25684,17.75,92.7,964.6033,0.763,1.2,249,996
"2025-09-29 20:00:00",25685,17.08,95,965.05,0.33,1,271.6,990
"2025-09-29 21:00:00",25686,16.51,97.3,965.4,0.31,1.1,286.6,1045
"2025-09-29 22:00:00",25687,16.11,98.7,965.56,0.327,0.9,293.5,969
"2025-09-29 23:00:00",25688,15.67,99.4,965.6733,0.207,0.8,314.4,1028
"2025-09-30 00:00:00",25689,15.01,100,965.8666,0.01,0.7,353.9,1015
"2025-09-30 01:00:00",25690,14.5,100,966.0167,0,0.5,0,1027
"2025-09-30 02:00:00",25691,14.14,100,965.88,0,0.4,0,993
"2025-09-30 03:00:00",25692,13.73,100,965.8934,0,0.5,0,1027
"2025-09-30 04:00:00",25693,13.27,100,965.8367,0.01,0.5,0,1064
"2025-09-30 05:00:00",25694,13.18,100,965.7667,0,0.4,0,1045
"2025-09-30 06:00:00",25695,12.97,100,965.56,0,0.4,0,931
"2025-09-30 07:00:00",25696,12.82,100,965.61,0,0.5,0,990
"2025-09-30 08:00:00",25697,13.05,100,965.8567,0,0.6,0,1017
"2025-09-30 09:00:00",25698,13.54,100,966.5333,0.023,0.6,6.562,1015
"2025-09-30 10:00:00",25699,14.15,100,966.4267,0.023,0.7,11.53,980
"2025-09-30 11:00:00",25700,14.94,100,966.08,0.07,1,11.02,1072
"2025-09-30 12:00:00",25701,15.96,100,965.9533,0.117,0.9,43.49,1070
"2025-09-30 13:00:00",25702,17.46,98.9,965.2133,0.36,1.3,35.26,1007
"2025-09-30 14:00:00",25703,18.28,92.4,964.3833,0.32,1.3,22.14,1047
"2025-09-30 15:00:00",25704,18.98,89.8,963.9667,0.25,1.2,1.048,1023
"2025-09-30 16:00:00",25705,19.05,85.9,963.87,0.273,1.3,13.26,1024
"2025-09-30 17:00:00",25706,18.4,90.9,963.9366,0.207,1.3,7.77,1072
"2025-09-30 18:00:00",25707,18.05,92.7,963.7833,0.26,0.8,260.2,1037
"2025-09-30 19:00:00",25708,17.41,94.9,963.7867,0.557,0.9,251.6,1059
"2025-09-30 20:00:00",25709,16.76,96.3,964.1133,0.307,1,267.5,1031
"2025-09-30 21:00:00",25710,16.17,97.4,964.89,0.307,1,290.3,1086
"2025-09-30 22:00:00",25711,15.84,98.1,965.1633,0.617,1.1,259.1,1039
"2025-09-30 23:00:00",25712,15.48,100,965.1934,0.36,0.9,278.1,1071
"2025-10-01 00:00:00",25713,15.17,100,964.9567,0.07,0.8,322.7,975
"2025-10-01 01:00:00",25714,14.84,100,964.9267,0.033,0.7,349.9,1039
"2025-10-01 02:00:00",25715,14.7,100,964.8633,0,0.6,0,984
"2025-10-01 03:00:00",25716,13.97,100,964.81,0,0.7,2.997,1047
"2025-10-01 04:00:00",25717,13.9,100,964.87,0.087,0.8,346.2,1020
"2025-10-01 05:00:00",25718,13.62,100,965.0933,0.01,0.7,10.38,977
"2025-10-01 06:00:00",25719,13.99,100,965.3033,0,0.5,0,984
"2025-10-01 07:00:00",25720,14.12,100,965.64,0.01,0.5,355.1,999
"2025-10-01 08:00:00",25721,14.3,100,965.8567,0.06,0.8,353.9,1070
"2025-10-01 09:00:00",25722,14.88,100,966.2033,0.11,1,355.6,992
"2025-10-01 10:00:00",25723,15.66,98.6,966.3933,0.087,0.8,14.54,1025
"2025-10-01 11:00:00",25724,16.55,95.8,966.4933,0.303,1,43.96,981
"2025-10-01 12:00:00",25725,17.41,92.9,966.4333,0.367,1.2,33.54,1084
"2025-10-01 13:00:00",25726,18.54,88,966.1766,0.457,1.3,21.22,1094
"2025-10-01 14:00:00",25727,19.22,83.2,965.7933,0.603,2.2,24.86,1030
"2025-10-01 15:00:00",25728,19.46,82.8,965.4333,0.203,1.3,343.1,1020
"2025-10-01 16:00:00",25729,19.35,83.2,965.2167,0.327,1.1,313.2,1007
"2025-10-01 17:00:00",25730,19.16,84.3,965.3,0.287,1.1,288.1,1063
"2025-10-01 18:00:00",25731,18.7,86.2,965.3933,0.58,1,253,1040
"2025-10-01 19:00:00",25732,18.13,89.5,966.0133,0.593,1,249,1056
"2025-10-01 20:00:00",25733,17.62,91.9,966.63,0.807,1.2,255.5,1029
"2025-10-01 21:00:00",25734,17.29,94.3,967.2033,0.7,1.3,262.8,954
"2025-10-01 22:00:00",25735,17.17,95.5,967.6567,0.623,1,254.8,1055
"2025-10-01 23:00:00",25736,16.58,99.1,967.72,0.25,0.8,297.5,1022
"2025-10-02 00:00:00",25737,16.46,99.2,967.6533,0.337,0.9,285.8,998
"2025-10-02 01:00:00",25738,15.95,100,967.6667,0.023,0.7,353.7,1004
"2025-10-02 02:00:00",25739,15.68,100,967.77,0.15,0.9,331,968
"2025-10-02 03:00:00",25740,15.2,100,967.9267,0,0.5,0,1016
"2025-10-02 04:00:00",25741,14.94,100,967.9767,0,0.6,358,1075
"2025-10-02 05:00:00",25742,14.63,100,968.4033,0,0.5,0,1035
"2025-10-02 06:00:00",25743,14.32,100,968.7033,0,0.3,0,1051
"2025-10-02 07:00:00",25744,14.02,100,969.37,0,0,0,1024
"2025-10-02 08:00:00",25745,13.73,100,970.0367,0,0.6,1.536,1007
"2025-10-02 09:00:00",25746,14.41,100,970.35,0.06,0.6,49.26,1023
"2025-10-02 10:00:00",25747,15.69,100,970.4533,0.293,0.9,68.47,978
"2025-10-02 11:00:00",25748,18.25,94.2,970.5233,0.313,1.1,88.7,906
"2025-10-02 12:00:00",25749,20.64,78.87,970.26,0.397,1,48.32,974
"2025-10-02 13:00:00",25750,20.89,78.8,969.8867,0.393,1,294.5,988
"2025-10-02 14:00:00",25751,21.46,79.25,969.5333,0.23,1,311.4,1064
"2025-10-02 15:00:00",25752,22.23,78.71,969.1633,0.243,1.4,302.5,1015
"2025-10-02 16:00:00",25753,21.64,81.1,969.33,0.287,1.2,278.6,996
"2025-10-02 17:00:00",25754,21.14,82.3,969.56,0.377,1,237.6,994
"2025-10-02 18:00:00",25755,20.32,86.6,969.7067,0.237,0.9,253.8,1000
"2025-10-02 19:00:00",25756,19.56,91.6,969.9933,0.387,1,260.4,969
"2025-10-02 20:00:00",25757,18.93,93.3,970.2667,0.237,0.9,278.7,1003
"2025-10-02 21:00:00",25758,18.61,93.3,970.6766,0.413,0.8,287.4,964
"2025-10-02 22:00:00",25759,18.14,95.7,970.83,0.157,0.8,307.8,1003
"2025-10-02 23:00:00",25760,17.65,95.4,971.0467,0.103,0.8,329.5,951
"2025-10-03 00:00:00",25761,17.05,95.2,971.11,0.1,0.7,340.2,972
"2025-10-03 01:00:00",25762,16.54,92.8,970.3766,0.243,0.8,307.7,969
"2025-10-03 02:00:00",25763,16,93,971.0734,0.23,0.7,319,1029
"2025-10-03 03:00:00",25764,15.79,92.1,970.69,0.057,0.7,337.9,976
"2025-10-03 04:00:00",25765,15.45,91.8,970.5233,0.12,0.7,336.4,984
"2025-10-03 05:00:00",25766,14.88,96.1,970.56,0.02,0.6,353.9,981
"2025-10-03 06:00:00",25767,14.84,94.9,970.32,0.123,0.6,332.5,1033
"2025-10-03 07:00:00",25768,14.6,94.6,970.5167,0.04,0.8,358.2,996
"2025-10-03 08:00:00",25769,15.32,86.7,970.6467,0.083,0.9,343.6,985
"2025-10-03 09:00:00",25770,16.13,87.1,970.9833,0.023,0.7,0,1000
"2025-10-03 10:00:00",25771,16.98,89.5,970.8666,0.21,1.2,93.4,1031
"2025-10-03 11:00:00",25772,17.2,92.7,970.8834,0.173,1.1,62.45,1018
"2025-10-03 12:00:00",25773,18.08,88.7,970.38,0.233,1.1,26.8,1006
"2025-10-03 13:00:00",25774,18.42,89.8,969.5567,0.117,0.8,12.65,1030
"2025-10-03 14:00:00",25775,18.58,89.6,968.98,0.097,0.9,1.163,989
"2025-10-03 15:00:00",25776,19.34,84.6,968.34,0.08,0.9,12.76,984
"2025-10-03 16:00:00",25777,19.39,86,968.0267,0.137,1.2,353.4,1024
"2025-10-03 17:00:00",25778,19.11,83.1,967.7833,0.177,1.2,349.4,996
"2025-10-03 18:00:00",25779,18.38,84,967.6133,0.22,0.8,319.5,1012
"2025-10-03 19:00:00",25780,17.67,87.1,967.5433,0.053,0.9,346.4,1028
"2025-10-03 20:00:00",25781,17.36,83.2,967.5767,0.11,0.8,355,1079
"2025-10-03 21:00:00",25782,17.04,86.1,967.86,0.063,0.9,355.4,1001
"2025-10-03 22:00:00",25783,17.17,84.4,967.9,0.01,0.7,0,1038
"2025-10-03 23:00:00",25784,17.05,85.8,967.5433,0.02,0.6,353.8,995
"2025-10-04 00:00:00",25785,16.56,89.5,967.1234,0,0.5,358.1,1074
"2025-10-04 01:00:00",25786,17.3,83.7,966.97,0.03,0.8,353.6,987
"2025-10-04 02:00:00",25787,17.17,85.6,966.5533,0,0.9,0,1087
"2025-10-04 03:00:00",25788,17.19,86.4,966.26,0.01,0.8,0,1021
"2025-10-04 04:00:00",25789,17.32,87.1,965.8234,0.02,0.7,2.128,1049
"2025-10-04 05:00:00",25790,17.13,90,965.87,0.083,0.7,2.543,1008
"2025-10-04 06:00:00",25791,17.15,91.2,965.89,0,0.9,0,1007
"2025-10-04 07:00:00",25792,16.94,94,966.2,0.01,0.7,5.337,984
"2025-10-04 08:00:00",25793,16.5,98.3,966.5566,0.05,0.7,7.938,1006
"2025-10-04 09:00:00",25794,17.07,99.2,966.5233,0,0.7,0,978
"2025-10-04 10:00:00",25795,17.82,98.3,966.91,0.033,0.7,21.12,969
"2025-10-04 11:00:00",25796,18.77,95,966.92,0.23,1,46.65,1018
"2025-10-04 12:00:00",25797,19.37,94.8,966.7033,0.06,0.8,14.03,981
"2025-10-04 13:00:00",25798,20.28,91.5,966.07,0.06,0.6,65.88,1102
"2025-10-04 14:00:00",25799,19.81,98.3,965.8066,0.113,1.2,324.4,1033
"2025-10-04 15:00:00",25800,19.47,100,965.64,0.03,0.8,336.2,1040
"2025-10-04 16:00:00",25801,19.63,100,965.73,0.17,0.7,283.3,1066
"2025-10-04 17:00:00",25802,19.44,100,965.69,0.4,1.6,274.7,1067
"2025-10-04 18:00:00",25803,19.1,99.3,965.6866,0.547,1.1,259.4,1033
"2025-10-04 19:00:00",25804,19.11,99.9,966.0533,0.183,0.7,274.2,1056
"2025-10-04 20:00:00",25805,19.03,100,966.45,0.073,0.6,292.4,1038
"2025-10-04 21:00:00",25806,18.83,100,966.8667,0.033,0.6,344.3,998
"2025-10-04 22:00:00",25807,18.6,99.8,967.1667,0.037,0.7,348.6,1032
"2025-10-04 23:00:00",25808,18.24,98.4,967.1133,0,0.6,0,1021
"2025-10-05 00:00:00",25809,17.88,99,967.0134,0.09,0.6,325.2,1028
"2025-10-05 01:00:00",25810,17.49,99.8,967.0566,0.207,0.8,321.5,984
"2025-10-05 02:00:00",25811,17.4,100,967.0367,0.013,0.6,1.163,1038
"2025-10-05 03:00:00",25812,17.54,99.1,966.4667,0.213,0.8,298.6,1020
"2025-10-05 04:00:00",25813,17.19,100,966.4233,0,0.5,0,1000
"2025-10-05 05:00:00",25814,17.21,100,966.1766,0.09,0.7,349,995
"2025-10-05 06:00:00",25815,17.14,100,966.6467,0.13,0.8,345.2,1027
"2025-10-05 07:00:00",25816,17.1,100,966.87,0,0.5,0,1016
"2025-10-05 08:00:00",25817,17.14,100,967.1133,0.04,0.7,348.3,986
"2025-10-05 09:00:00",25818,17.32,100,967.2867,0.063,0.7,355.6,1002
"2025-10-05 10:00:00",25819,17.43,100,967.85,0.037,0.6,9.99,1019
"2025-10-05 11:00:00",25820,17.85,100,967.9567,0,0.5,0,979
"2025-10-05 12:00:00",25821,18.4,100,967.4833,0.05,0.8,350.7,1007
"2025-10-05 13:00:00",25822,18.77,100,966.54,0.193,1.1,335.4,1058
"2025-10-05 14:00:00",25823,19.2,100,965.83,0.03,0.7,1.668,1012
"2025-10-05 15:00:00",25824,19.11,100,965.8433,0.027,0.9,11.09,1074
"2025-10-05 16:00:00",25825,18.57,100,965.7867,0.1,0.8,26.93,992
"2025-10-05 17:00:00",25826,18.3,100,965.8734,0.147,0.8,45.74,1034
"2025-10-05 18:00:00",25827,18.04,100,965.93,0,0.6,358.3,997
"2025-10-05 19:00:00",25828,17.8,100,966.3367,0.02,0.6,339.9,1011
"2025-10-05 20:00:00",25829,17.87,100,966.6866,0.033,0.7,357.5,1062
"2025-10-05 21:00:00",25830,17.82,100,966.8867,0,0.6,0,1002
"2025-10-05 22:00:00",25831,17.46,100,966.99,0.287,1.2,324.6,1045
"2025-10-05 23:00:00",25832,17.35,100,967.36,0.093,1.2,356,1017
"2025-10-06 00:00:00",25833,17.18,100,967.4233,0.033,0.8,357.9,1016
"2025-10-06 01:00:00",25834,17.08,100,967.1467,0.137,1.5,355.5,950
"2025-10-06 02:00:00",25835,17.1,100,967.45,0.08,0.8,318.1,1055
"2025-10-06 03:00:00",25836,17.06,100,967.5933,0.11,1.2,335.9,1014
"2025-10-06 04:00:00",25837,16.9,100,967.3,0.057,0.7,351.6,961
"2025-10-06 05:00:00",25838,16.89,100,967.5566,0,0.7,3.323,1039
"2025-10-06 06:00:00",25839,16.83,100,968,0.143,1.6,19.7,965
"2025-10-06 07:00:00",25840,16.05,100,968.3633,0.59,2.1,22.53,975
"2025-10-06 08:00:00",25841,14.93,100,969.1767,0.46,1.7,14.48,1009
"2025-10-06 09:00:00",25842,14.56,100,969.53,0.607,2.3,352.4,899
"2025-10-06 10:00:00",25843,14.67,100,969.7167,0.433,2.5,342.3,987
"2025-10-06 11:00:00",25844,14.96,98.3,969.76,0.56,2.3,357.1,977
"2025-10-06 12:00:00",25845,15.28,96.9,969.5667,0.573,2.3,352.5,960
"2025-10-06 13:00:00",25846,15.22,96.5,968.99,0.543,1.6,350.7,1015
"2025-10-06 14:00:00",25847,15.16,94,968.5167,0.52,2.5,355,1010
"2025-10-06 15:00:00",25848,14.9,94.4,968.6266,0.657,2.5,353.9,973
"2025-10-06 16:00:00",25849,14.03,99.6,969.05,0.673,2.2,7.771,1018
"2025-10-06 17:00:00",25850,13.58,100,969.0967,0.747,2.7,12.39,1024
"2025-10-06 18:00:00",25851,13.43,100,969.1933,0.797,2.8,359,996
"2025-10-06 19:00:00",25852,13.32,100,969.5067,0.807,2.9,352,952
"2025-10-06 20:00:00",25853,13.29,100,969.9366,0.76,2.6,10.09,901
"2025-10-06 21:00:00",25854,13.23,100,969.7466,0.65,2.7,4.744,911
"2025-10-06 22:00:00",25855,13.29,100,969.63,0.6,2.7,2.214,942
"2025-10-06 23:00:00",25856,13.69,100,969.21,0.73,2.6,321.3,973
"2025-10-07 00:00:00",25857,14.03,100,969.18,0.55,2.3,344.6,965
"2025-10-07 01:00:00",25858,13.8,100,969.1433,0.217,2,1.695,916
"2025-10-07 02:00:00",25859,13.96,100,968.7534,0.363,2,359.7,967
"2025-10-07 03:00:00",25860,14.1,100,968.6967,0.253,1.2,15.43,944
"2025-10-07 04:00:00",25861,14.18,100,968.2233,0.033,0.8,0.313,975
"2025-10-07 05:00:00",25862,14.42,100,968.14,0.01,0.9,3.974,948
"2025-10-07 06:00:00",25863,14.24,100,968.22,0.033,1.1,1.387,923
"2025-10-07 07:00:00",25864,14.36,100,968.38,0.02,0.8,23.64,987
"2025-10-07 08:00:00",25865,14.41,100,968.6866,0.117,0.8,105.4,927
"2025-10-07 09:00:00",25866,14.8,100,968.8333,0.093,0.8,10.75,940
"2025-10-07 10:00:00",25867,15.2,100,969.0767,0.057,0.7,9.52,960
"2025-10-07 11:00:00",25868,16.12,100,968.9767,0.01,0.8,0,956
"2025-10-07 12:00:00",25869,16.63,100,968.5433,0.127,0.8,28.84,953
"2025-10-07 13:00:00",25870,16.87,100,968.0467,0.207,1,32.84,1021
"2025-10-07 14:00:00",25871,17.29,100,967.48,0.08,1,16.34,997
"2025-10-07 15:00:00",25872,17.48,100,966.76,0.103,1,4.159,959
"2025-10-07 16:00:00",25873,17.65,100,966.67,0.047,1,13.41,1023
"2025-10-07 17:00:00",25874,17.55,100,966.45,0,0.7,7.588,1043
"2025-10-07 18:00:00",25875,17.42,100,966.89,0.173,0.6,46.2,1014
"2025-10-07 19:00:00",25876,16.83,100,967.5233,0.06,0.8,16.75,984
"2025-10-07 20:00:00",25877,16.65,100,967.8134,0,0.8,5.457,938
"2025-10-07 21:00:00",25878,16.6,100,968.0533,0.02,0.6,6.314,1015
"2025-10-07 22:00:00",25879,16.41,100,968.16,0.053,0.7,25.86,1022
"2025-10-07 23:00:00",25880,16.32,100,968.39,0,0.7,0,987
"2025-10-08 00:00:00",25881,16.12,100,968.5367,0.063,0.8,47.08,923
"2025-10-08 01:00:00",25882,16,100,968.3066,0,0.5,5.402,952
"2025-10-08 02:00:00",25883,16,100,968.14,0,0.5,1.737,991
"2025-10-08 03:00:00",25884,15.94,100,968.05,0,0.4,0,962
"2025-10-08 04:00:00",25885,15.84,100,967.9366,0,0.5,3.594,983
"2025-10-08 05:00:00",25886,15.89,100,968.0667,0,0.5,0,950
"2025-10-08 06:00:00",25887,15.8,100,968.2133,0,0.5,11.5,987
"2025-10-08 07:00:00",25888,15.69,100,968.4033,0.087,0.6,34.11,962
"2025-10-08 08:00:00",25889,15.76,100,968.8633,0.05,0.7,5.106,968
"2025-10-08 09:00:00",25890,16.19,100,969.4067,0.037,0.6,4.248,955
"2025-10-08 10:00:00",25891,16.86,100,970.0267,0.217,1.1,24.42,977
"2025-10-08 11:00:00",25892,17.45,100,970.2833,0.34,1,168.4,1005
"2025-10-08 12:00:00",25893,19.28,100,969.8066,0.413,1.5,345.5,892
"2025-10-08 13:00:00",25894,20.69,90.9,969.15,0.307,1.3,341.6,1010
"2025-10-08 14:00:00",25895,21.52,84.4,968.5833,0.267,1.2,343.4,958
"2025-10-08 15:00:00",25896,21.06,82.8,967.9233,0.727,1.3,259.4,998
"2025-10-08 16:00:00",25897,21.44,77.62,967.5566,0.767,1.4,262.5,1022
"2025-10-08 17:00:00",25898,21.07,77.12,967.4434,0.693,1.2,262.2,1007
"2025-10-08 18:00:00",25899,20.89,78.93,967.9434,0.5,1.2,296.1,973
"2025-10-08 19:00:00",25900,19.34,86.7,968.3033,0.183,0.9,315.4,1039
"2025-10-08 20:00:00",25901,18.6,86,968.9,0.353,0.9,290.3,995
"2025-10-08 21:00:00",25902,18.01,86,969.25,0.023,0.7,0,998
"2025-10-08 22:00:00",25903,17.32,90.5,969.67,0.067,0.8,0.064,972
"2025-10-08 23:00:00",25904,16.86,88.9,970.0967,0.233,1.9,345,1033
"2025-10-09 00:00:00",25905,16.59,80,970.2433,0.527,1.8,332,1006
"2025-10-09 01:00:00",25906,16.13,80,970.2967,0.197,1,348.2,955
"2025-10-09 02:00:00",25907,15.49,81.7,970.5,0.347,1.5,356.9,979
"2025-10-09 03:00:00",25908,15.71,76.22,970.7233,0.377,2,352.1,1028
"2025-10-09 04:00:00",25909,15.83,75.38,971.03,0.21,1.5,354.6,986
"2025-10-09 05:00:00",25910,15.78,81.1,971.4333,0.333,1.2,350.3,974
"2025-10-09 06:00:00",25911,15.64,86.6,971.51,0.287,1.9,355.1,948
"2025-10-09 07:00:00",25912,15.9,88,971.9133,0.447,2.2,345.2,952
"2025-10-09 08:00:00",25913,16.1,87.5,972.1733,0.36,1.8,352.4,1015
"2025-10-09 09:00:00",25914,16.64,86.1,972.54,0.393,1.9,10.07,1044
"2025-10-09 10:00:00",25915,16.94,84.4,972.8233,0.57,1.5,358.9,989
"2025-10-09 11:00:00",25916,17.07,83,972.73,0.607,1.9,2.515,966
"2025-10-09 12:00:00",25917,17.11,83.3,972.5667,0.553,2.5,356.3,1020
"2025-10-09 13:00:00",25918,17.4,82.9,972.2167,0.373,1.8,5.713,1018
