"TOA5","CRNP_1","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2023-06-16 03:00:00",5604,16.78,94.7,962.5367,0.643,1.3,258.9,1085
"2023-06-16 04:00:00",5605,16.41,95.7,962.74,0.267,1.3,198,1053
"2023-06-16 05:00:00",5606,15.95,96.7,963.19,0.05,0.8,348.7,1061
"2023-06-16 06:00:00",5607,15.86,95.7,963.7534,0.347,0.9,266.7,1035
"2023-06-16 07:00:00",5608,16.66,91,964.1667,0.177,1,339.3,1031
"2023-06-16 08:00:00",5609,17.98,85.2,964.56,0.203,1.2,336.1,987
"2023-06-16 09:00:00",5610,19.47,79.84,964.97,0.453,1.7,5.467,1043
"2023-06-16 10:00:00",5611,21.14,75.72,965.1166,0.5,2.3,26.37,1102
"2023-06-16 11:00:00",5612,22.53,70.44,965.2167,0.71,1.9,70.64,1036
"2023-06-16 12:00:00",5613,24.02,61.37,965.0466,0.723,3.4,92.3,1082
"2023-06-16 13:00:00",5614,24.86,59.58,964.79,0.76,2.2,64.89,1064
"2023-06-16 14:00:00",5615,25.62,57.78,964.3567,0.69,2.2,81.7,1100
"2023-06-16 15:00:00",5616,25.93,56.83,963.8567,0.683,2,63.06,1082
"2023-06-16 16:00:00",5617,26.1,55.07,963.48,0.73,2.8,54.75,1058
"2023-06-16 17:00:00",5618,25.92,56.65,963.42,0.623,3,66.13,1075
"2023-06-16 18:00:00",5619,25.31,59.84,963.39,0.43,1.7,357.9,1092
"2023-06-16 19:00:00",5620,24.29,65.11,963.5,0.39,1.2,260.5,1037
"2023-06-16 20:00:00",5621,23.34,66.55,963.8666,0.4,1.1,244.5,1095
"2023-06-16 21:00:00",5622,22.28,68.03,964.43,0.32,1.1,296.7,1056
"2023-06-16 22:00:00",5623,21.44,70.99,965.1033,0.347,1,245.5,1054
"2023-06-16 23:00:00",5624,21.22,70.57,965.2833,0.253,1,251.5,1102
"2023-06-17 00:00:00",5625,20.38,74.21,965.3967,0.483,1.3,244.1,1069
"2023-06-17 01:00:00",5626,19.27,79.42,965.24,0.323,1,299.8,1105
"2023-06-17 02:00:00",5627,19.09,78.51,965.3667,0.48,1.3,253.6,1047
"2023-06-17 03:00:00",5628,18.28,78.46,965.5833,0.807,1.5,257.6,1023
"2023-06-17 04:00:00",5629,17.78,80.1,965.7267,0.383,1.3,282.7,1029
"2023-06-17 05:00:00",5630,17.64,79.29,965.93,0.01,0.8,348.5,1045
"2023-06-17 06:00:00",5631,17.65,77.57,965.96,0.277,1.3,292.8,1035
"2023-06-17 07:00:00",5632,17.28,84.6,966.0566,0,0.7,0,1107
"2023-06-17 08:00:00",5633,18.65,83.9,965.7433,0,0.5,8.15,1075
"2023-06-17 09:00:00",5634,20.69,75.99,965.47,0.333,0.9,68.16,1038
"2023-06-17 10:00:00",5635,22.82,63.88,965.1733,0.517,1.1,68.36,1067
"2023-06-17 11:00:00",5636,24.69,55.29,964.9333,0.433,1.2,36.94,1095
"2023-06-17 12:00:00",5637,25.89,53.17,964.7267,0.567,1.8,35.02,1082
"2023-06-17 13:00:00",5638,26.66,46.51,964.5733,0.693,2.9,72.17,1115
"2023-06-17 14:00:00",5639,27.18,44.78,964.07,0.717,2.6,79.43,1108
"2023-06-17 15:00:00",5640,27.41,46.23,963.3734,0.607,1.7,53.15,1114
"2023-06-17 16:00:00",5641,27.23,47.05,963.2633,0.643,2.4,68.33,1030
"2023-06-17 17:00:00",5642,26.66,49.27,962.8267,0.48,1.7,69.74,1069
"2023-06-17 18:00:00",5643,25.71,53.73,962.5733,0.327,1.8,207.9,1065
"2023-06-17 19:00:00",5644,24.95,55.96,962.6033,0.553,1.3,180.3,1145
"2023-06-17 20:00:00",5645,23.86,57.09,962.6233,0.483,1.3,222.2,1072
"2023-06-17 21:00:00",5646,22.98,61.99,962.5967,0.523,1.1,258.8,1089
"2023-06-17 22:00:00",5647,22.15,64.68,962.85,0.587,1.1,259.7,1083
"2023-06-17 23:00:00",5648,21.5,65.63,963.03,0.697,1.3,250.2,1070
"2023-06-18 00:00:00",5649,21.01,67.24,962.77,0.623,1,262.1,1096
"2023-06-18 01:00:00",5650,20.52,68.37,962.31,0.65,1.2,265.5,1112
"2023-06-18 02:00:00",5651,20.01,70.69,962.0367,0.67,1.2,256,1058
"2023-06-18 03:00:00",5652,19.54,73.91,961.88,0.387,1.2,264.7,1063
"2023-06-18 04:00:00",5653,19.3,76.31,961.51,0.787,1.3,249.4,1174
"2023-06-18 05:00:00",5654,19.11,76.41,961.2067,0.39,1,269.9,1126
"2023-06-18 06:00:00",5655,18.55,80,961.06,0.037,0.6,348.8,1136
"2023-06-18 07:00:00",5656,18.46,84.3,960.9533,0.183,1,329.9,1078
"2023-06-18 08:00:00",5657,19.11,85.5,960.87,0.067,0.7,31.42,1064
"2023-06-18 09:00:00",5658,20.44,79.98,960.6967,0.353,0.8,80.6,1093
"2023-06-18 10:00:00",5659,21.29,77.67,960.4467,0.4,1.3,81.8,1102
"2023-06-18 11:00:00",5660,23.56,62.71,960.19,0.357,1.3,43.71,1112
"2023-06-18 12:00:00",5661,24.11,66.25,959.88,0.163,0.8,30.68,1137
"2023-06-18 13:00:00",5662,25.13,65.51,959.51,0.467,1.1,95,1124
"2023-06-18 14:00:00",5663,26.68,61.2,959.03,0.583,1.6,62.6,1047
"2023-06-18 15:00:00",5664,28.12,58.26,958.2466,0.65,1.9,354.1,1126
"2023-06-18 16:00:00",5665,29.12,54.97,957.7767,0.59,2.4,330.7,1116
"2023-06-18 17:00:00",5666,29.31,51.93,957.6233,0.47,1.4,317,1169
"2023-06-18 18:00:00",5667,29.17,48.43,957.7433,0.617,1.5,302.3,1122
"2023-06-18 19:00:00",5668,28.12,50.22,957.8834,0.553,1.5,296.7,1151
"2023-06-18 20:00:00",5669,26.64,55.34,958.28,0.293,1.4,301.9,1119
"2023-06-18 21:00:00",5670,25.55,57,958.82,0.257,1.1,322.2,1138
"2023-06-18 22:00:00",5671,24.38,59.94,959.29,0.073,0.8,1.69,1107
"2023-06-18 23:00:00",5672,23.4,63.04,959.4067,0.17,0.9,321,1122
"2023-06-19 00:00:00",5673,22.59,65.8,959.46,0.263,1,215.4,1098
"2023-06-19 01:00:00",5674,21.99,67.41,959.5566,0.16,1.2,344.4,1139
"2023-06-19 02:00:00",5675,20.91,72.88,959.4267,0.123,0.9,18.93,1135
"2023-06-19 03:00:00",5676,19.93,77.32,959.65,0.15,0.7,359.4,1117
"2023-06-19 04:00:00",5677,19.24,80.7,959.3734,0.133,1.2,357,1137
"2023-06-19 05:00:00",5678,18.86,81.9,959.3633,0.177,0.9,7.283,1163
"2023-06-19 06:00:00",5679,18.31,85.1,959.66,0.073,0.8,343.5,1121
"2023-06-19 07:00:00",5680,19.01,83.6,959.6833,0.1,0.9,16.7,1101
"2023-06-19 08:00:00",5681,20.15,80.6,960,0.263,1.2,41.67,1164
"2023-06-19 09:00:00",5682,22.06,73.22,960.2767,0.55,1.4,61.19,1134
"2023-06-19 10:00:00",5683,23.69,68,960.2567,0.5,1.5,42.52,1069
"2023-06-19 11:00:00",5684,25.38,63.49,960.1833,0.59,2.1,90.5,1086
"2023-06-19 12:00:00",5685,27,60.49,959.7967,0.56,2.1,12.56,1103
"2023-06-19 13:00:00",5686,28.04,57.32,959.1767,0.553,1.9,19.85,1100
"2023-06-19 14:00:00",5687,28.66,54.82,958.3134,0.497,1.6,354.2,1061
"2023-06-19 15:00:00",5688,28.87,56.61,957.8267,0.163,0.9,351.7,1136
"2023-06-19 16:00:00",5689,29.01,56.34,957.4366,0.383,1.4,344.7,1186
"2023-06-19 17:00:00",5690,28.64,58.4,957.1333,0.46,1,266.5,1157
"2023-06-19 18:00:00",5691,28,63.28,957.2267,0.287,1,278.5,1197
"2023-06-19 19:00:00",5692,26.91,67.74,957.71,0.177,0.8,319.7,1118
"2023-06-19 20:00:00",5693,25.67,69.74,958.39,0,0.6,353.6,1100
"2023-06-19 21:00:00",5694,24.67,74,958.8834,0.01,0.8,0,1074
"2023-06-19 22:00:00",5695,23.74,75.86,958.98,0.01,0.8,356,1124
"2023-06-19 23:00:00",5696,22.96,78.78,959.19,0.147,0.8,292.3,1113
"2023-06-20 00:00:00",5697,22,82,959.2967,0.087,0.7,325.4,1130
"2023-06-20 01:00:00",5698,21.17,84.5,959.1367,0.097,0.6,342.9,1146
"2023-06-20 02:00:00",5699,20.51,85.3,958.7733,0.233,0.7,295.5,1128
"2023-06-20 03:00:00",5700,19.83,88.3,958.34,0.137,0.6,328,1138
"2023-06-20 04:00:00",5701,19.28,90.4,957.9933,0,0.6,354.1,1094
"2023-06-20 05:00:00",5702,18.96,89.9,958.0133,0.17,0.7,302.5,1131
"2023-06-20 06:00:00",5703,18.98,89.2,958.3267,0.08,0.7,346.1,1148
"2023-06-20 07:00:00",5704,19.16,91.3,958.24,0.047,0.7,20.48,1124
"2023-06-20 08:00:00",5705,19.44,90.2,958.0566,0.1,0.8,49.12,1166
"2023-06-20 09:00:00",5706,20.25,87.7,958.0167,0.12,0.7,57.31,1089
"2023-06-20 10:00:00",5707,21.27,84.9,958.0733,0.107,0.7,38.95,1169
"2023-06-20 11:00:00",5708,21.75,84.2,957.97,0.037,0.7,3.836,1101
"2023-06-20 12:00:00",5709,22.19,84.9,958.0167,0.02,0.8,10.61,1111
"2023-06-20 13:00:00",5710,21.92,85.4,958.2534,0.06,0.8,9.13,1128
"2023-06-20 14:00:00",5711,21.53,88.5,958.35,0.377,1.3,357.7,1161
"2023-06-20 15:00:00",5712,22.05,84.4,957.2567,0.27,2.3,359.8,1085
"2023-06-20 16:00:00",5713,22.55,79.95,956.8433,0.117,0.8,349.2,1224
"2023-06-20 17:00:00",5714,21.68,83.4,955.63,0.26,1.2,334.1,1136
"2023-06-20 18:00:00",5715,21.62,75.14,955.35,0.417,1.4,285.9,1147
"2023-06-20 19:00:00",5716,21.13,82.6,956.18,0.317,1,289.9,1073
"2023-06-20 20:00:00",5717,20.14,90,956.29,0.27,0.9,348.6,1164
"2023-06-20 21:00:00",5718,19.77,89.2,955.9,0.443,1.5,298.2,1194
"2023-06-20 22:00:00",5719,19.31,87,956.1967,0.16,0.7,334.1,1231
"2023-06-20 23:00:00",5720,18.77,88.7,955.9533,0.117,0.8,332.3,1174
"2023-06-21 00:00:00",5721,18.59,87.8,956.1067,0.113,0.9,359.3,1140
"2023-06-21 01:00:00",5722,17.31,97.6,956.39,0.24,1.2,336.3,1122
"2023-06-21 02:00:00",5723,16.89,99.2,955.4667,0.303,1.4,350.2,1189
"2023-06-21 03:00:00",5724,16.63,98.9,954.54,0.237,1.4,343,1241
"2023-06-21 04:00:00",5725,16.41,99.1,953.9533,0.33,1.1,322.5,1193
"2023-06-21 05:00:00",5726,16.27,100,953.8234,0.25,1.2,355.5,1090
"2023-06-21 06:00:00",5727,16.25,100,954.3933,0.05,0.8,8.81,1103
"2023-06-21 07:00:00",5728,16.23,100,954.4767,0.01,1,6.69,1090
"2023-06-21 08:00:00",5729,16.49,100,954.17,0,1,0,1053
"2023-06-21 09:00:00",5730,16.84,100,954.1367,0,0.7,0,1035
"2023-06-21 10:00:00",5731,17.16,100,953.6234,0.01,0.8,356.1,1075
"2023-06-21 11:00:00",5732,17.64,100,953.2433,0.01,0.7,0,1095
"2023-06-21 12:00:00",5733,17.85,100,952.9667,0,0.7,1.149,1090
"2023-06-21 13:00:00",5734,17.94,100,952.7967,0,0.7,0,1138
"2023-06-21 14:00:00",5735,18.15,100,952.6166,0.02,0.7,5.499,1114
"2023-06-21 15:00:00",5736,18.34,100,952.3834,0.1,0.7,64.16,1098
"2023-06-21 16:00:00",5737,18.47,100,952.3433,0,0.7,8.63,1134
"2023-06-21 17:00:00",5738,18.56,100,952.2633,0,0.7,359.7,1129
"2023-06-21 18:00:00",5739,18.67,100,952.1166,0.047,0.7,4.875,1138
"2023-06-21 19:00:00",5740,18.42,100,952.4667,0,0.6,0.594,1083
"2023-06-21 20:00:00",5741,18.17,100,952.9533,0.067,1.3,7.347,1127
"2023-06-21 21:00:00",5742,17.32,100,953.2167,0.35,1.4,79.45,1107
"2023-06-21 22:00:00",5743,17.25,100,953.75,0.22,1.5,22.48,1148
"2023-06-21 23:00:00",5744,16.71,100,953.8734,0.35,1.5,128.6,1084
"2023-06-22 00:00:00",5745,16.59,100,953.8667,0.11,1.2,350.1,1142
"2023-06-22 01:00:00",5746,16.6,100,953.8633,0,0.5,0,1092
"2023-06-22 02:00:00",5747,16.16,100,954.0967,0.163,0.9,40.04,1072
"2023-06-22 03:00:00",5748,15.36,100,954.2466,0.123,0.8,40.82,1144
"2023-06-22 04:00:00",5749,15.25,100,954.3567,0,0.6,1.601,1111
"2023-06-22 05:00:00",5750,15.55,100,954.71,0.053,0.6,349.1,1119
"2023-06-22 06:00:00",5751,15.69,100,954.9966,0,0.5,0,1120
"2023-06-22 07:00:00",5752,15.98,100,955.0233,0,0.7,0,1152
"2023-06-22 08:00:00",5753,16.3,100,955.2433,0.087,0.7,18.92,1078
"2023-06-22 09:00:00",5754,16.55,100,955.1467,0.21,1.2,25.86,1091
"2023-06-22 10:00:00",5755,17.07,99.3,955.3,0.417,1.9,68.33,1142
"2023-06-22 11:00:00",5756,18.5,92,955.1667,0.65,2.8,83.2,1104
"2023-06-22 12:00:00",5757,19.42,85.8,954.86,0.467,2.5,20.1,1154
"2023-06-22 13:00:00",5758,19.99,85.2,954.61,0.497,2.6,73.1,1056
"2023-06-22 14:00:00",5759,20.29,84.1,954.4267,0.503,2.6,36.86,1096
"2023-06-22 15:00:00",5760,19.92,84.4,954.4767,0.447,2,332.4,1078
"2023-06-22 16:00:00",5761,21.1,80.2,954.2167,0.45,2.2,8.94,1084
"2023-06-22 17:00:00",5762,21.03,81.1,954.1667,0.447,1.3,318.3,1090
"2023-06-22 18:00:00",5763,20.42,84,954.5133,0.4,1.3,261.2,1093
"2023-06-22 19:00:00",5764,19.54,90.3,955.0833,0.077,1,349.2,1143
"2023-06-22 20:00:00",5765,18.84,93.5,955.5767,0.207,0.7,287.8,1107
"2023-06-22 21:00:00",5766,18.05,94.8,956.3167,0.403,1,261.3,1105
"2023-06-22 22:00:00",5767,17.49,96,957.05,0.373,1.1,262.4,1145
"2023-06-22 23:00:00",5768,17.12,98,957.53,0.08,0.6,324.2,1119
"2023-06-23 00:00:00",5769,16.51,99.5,957.8667,0,0.5,0,1077
"2023-06-23 01:00:00",5770,16.59,99.9,958.1766,0,0.5,0,1070
"2023-06-23 02:00:00",5771,16.54,100,958.3533,0,0.5,0,1072
"2023-06-23 03:00:00",5772,16.69,100,958.4,0,0.5,358,1081
"2023-06-23 04:00:00",5773,16.53,100,958.65,0,0.4,0,1052
"2023-06-23 05:00:00",5774,16.43,100,959,0.113,0.6,15.44,988
"2023-06-23 06:00:00",5775,16.61,100,959.5367,0,0.4,0,1088
"2023-06-23 07:00:00",5776,16.7,100,959.8033,0,0.5,0,1139
"2023-06-23 08:00:00",5777,17.19,99.9,960.2867,0,0.5,9.35,1045
"2023-06-23 09:00:00",5778,18.14,95.5,960.72,0.15,0.8,10.23,1110
"2023-06-23 10:00:00",5779,19.35,90.4,961.2133,0.213,1,7.556,1056
"2023-06-23 11:00:00",5780,20.7,85.3,961.56,0.41,1.6,31.3,1084
"2023-06-23 12:00:00",5781,22.77,75.64,961.48,0.5,1.5,9.87,1069
"2023-06-23 13:00:00",5782,23.06,77.25,961.4833,0.58,1.9,44.72,1121
"2023-06-23 14:00:00",5783,23.91,72.1,961.2133,0.547,1.5,46.17,1115
"2023-06-23 15:00:00",5784,24.28,66.26,961.11,0.537,1.6,164.5,1044
"2023-06-23 16:00:00",5785,24.75,64.06,960.8567,0.433,1.9,340,1106
"2023-06-23 17:00:00",5786,24.36,64.3,960.9833,0.453,1.1,296.3,1130
"2023-06-23 18:00:00",5787,24.3,68.58,961.2466,0.34,1.2,267.4,1107
"2023-06-23 19:00:00",5788,24.07,69.94,961.6866,0.35,1,250.7,1130
"2023-06-23 20:00:00",5789,23.56,73,962.37,0.4,1,243.2,1022
"2023-06-23 21:00:00",5790,22.56,74.12,963.2433,0.377,1.2,274.9,1079
"2023-06-23 22:00:00",5791,21.43,69.89,963.87,0.293,1.2,276.2,1071
"2023-06-23 23:00:00",5792,20.09,75.5,964.42,0.113,0.9,354.1,1036
"2023-06-24 00:00:00",5793,19.06,79.18,964.6533,0.043,0.8,359.1,1082
"2023-06-24 01:00:00",5794,18.25,82.4,964.9,0.06,0.8,3.02,1061
"2023-06-24 02:00:00",5795,17.66,84.5,964.98,0.05,0.8,351.2,1063
"2023-06-24 03:00:00",5796,17.21,85.4,965.1133,0.137,0.7,324.6,1019
"2023-06-24 04:00:00",5797,17.06,85.2,965.1766,0.063,0.7,346.4,1113
"2023-06-24 05:00:00",5798,16.45,87.9,965.3167,0.123,0.7,333.2,1038
"2023-06-24 06:00:00",5799,16.34,88.3,965.6133,0.22,0.6,307.3,1122
"2023-06-24 07:00:00",5800,16.74,89.5,966.37,0,0.5,0,1074
"2023-06-24 08:00:00",5801,18.26,85.5,966.6467,0.077,0.8,16.09,1045
"2023-06-24 09:00:00",5802,20.18,81.3,966.7767,0.42,0.9,73.94,1030
"2023-06-24 10:00:00",5803,22.44,74.91,966.66,0.427,1,64.45,1018
"2023-06-24 11:00:00",5804,24.23,66.83,966.64,0.6,1.8,29.41,996
"2023-06-24 12:00:00",5805,25.63,63.7,966.3766,0.61,1.8,97.4,1116
"2023-06-24 13:00:00",5806,26.28,65.03,966.17,0.553,2.1,19.79,1061
"2023-06-24 14:00:00",5807,26.74,61.46,965.76,0.587,2,48.52,1098
"2023-06-24 15:00:00",5808,27.13,57.72,965.48,0.643,1.9,81.5,1063
"2023-06-24 16:00:00",5809,27.31,57.27,965.2067,0.527,1.5,18.78,1023
"2023-06-24 17:00:00",5810,27.08,58.62,964.86,0.373,2.3,341.6,1106
"2023-06-24 18:00:00",5811,26.4,62.09,964.7,0.387,1.1,297.3,1041
"2023-06-24 19:00:00",5812,25.79,63.82,964.8567,0.473,1.1,248.5,1079
"2023-06-24 20:00:00",5813,25.2,64.08,965.5833,0.493,1.1,227.6,1036
"2023-06-24 21:00:00",5814,24.05,67.16,965.9533,0.473,1,263.8,1032
"2023-06-24 22:00:00",5815,23.39,70.68,966.43,0.33,0.8,279.2,1037
"2023-06-24 23:00:00",5816,22.92,73.25,966.5233,0.287,0.8,291.6,1056
"2023-06-25 00:00:00",5817,22.61,73.75,966.4167,0.153,0.8,296.9,1025
"2023-06-25 01:00:00",5818,22.3,76.58,966.13,0.263,1,312,1067
"2023-06-25 02:00:00",5819,21.07,83.9,966.1967,0,0.4,0,1059
"2023-06-25 03:00:00",5820,20.48,85.8,965.9233,0.093,0.6,336.6,1038
"2023-06-25 04:00:00",5821,20.4,87.2,965.75,0.077,0.6,333.1,1014
"2023-06-25 05:00:00",5822,19.97,89.9,965.8367,0.02,0.6,348.6,1052
"2023-06-25 06:00:00",5823,19.5,92.8,965.9,0,0.4,0,1072
"2023-06-25 07:00:00",5824,19.47,94.1,965.9966,0,0.4,0,1062
"2023-06-25 08:00:00",5825,20.79,91.4,966.1533,0,0.5,3.673,1053
"2023-06-25 09:00:00",5826,23.14,80.8,966.1633,0.267,2.4,51.23,1072
"2023-06-25 10:00:00",5827,24.75,72.16,965.8633,0.557,1.6,10.16,1018
"2023-06-25 11:00:00",5828,26.05,68.86,965.4434,0.477,1.8,95.2,1002
"2023-06-25 12:00:00",5829,26.95,65.73,965.06,0.38,1.3,23.96,1107
"2023-06-25 13:00:00",5830,28.05,62.1,964.4467,0.55,1.5,81.4,1034
"2023-06-25 14:00:00",5831,27.86,64.02,963.6866,0.297,1.2,334.9,1074
"2023-06-25 15:00:00",5832,28.29,64.03,962.9833,0.183,1.3,357.7,1079
"2023-06-25 16:00:00",5833,28.06,65.18,962.5967,0.327,1,288.1,1020
"2023-06-25 17:00:00",5834,27.84,67.95,962.43,0.09,1.1,357.3,1079
"2023-06-25 18:00:00",5835,26.73,72.86,962.42,0.097,0.8,345.6,1047
"2023-06-25 19:00:00",5836,25.97,76.21,962.1833,0.483,0.9,253.1,1074
"2023-06-25 20:00:00",5837,25.5,77.05,962.3167,0.563,1.1,251.9,1039
"2023-06-25 21:00:00",5838,24.82,79.32,962.59,0.647,1.1,262.2,1051
"2023-06-25 22:00:00",5839,24.2,79.91,962.95,0.717,1.1,256.2,1058
"2023-06-25 23:00:00",5840,24.07,77.24,963.0267,0.46,1.1,267.1,1073
"2023-06-26 00:00:00",5841,23.72,76.31,962.83,0.603,1.2,267.8,1043
"2023-06-26 01:00:00",5842,22.89,78.2,962.1833,0.497,1.2,272.3,1074
"2023-06-26 02:00:00",5843,22.66,73.49,961.26,0.47,1.3,279.2,1128
"2023-06-26 03:00:00",5844,21.75,79.04,960.4867,0.277,1.1,290.7,1103
"2023-06-26 04:00:00",5845,21.4,78.75,960.2267,0.457,1.5,269.4,1106
"2023-06-26 05:00:00",5846,21.88,67.47,959.86,0.507,1.5,274.4,1113
"2023-06-26 06:00:00",5847,19.72,86.3,959.7,0.863,1.6,255.4,1146
"2023-06-26 07:00:00",5848,18.63,98,960.02,0.623,1.5,268.4,1017
"2023-06-26 08:00:00",5849,18.83,99.8,960.1967,0.253,1.4,331.1,1021
"2023-06-26 09:00:00",5850,19.1,100,960.3834,0.303,1.2,350.8,1030
"2023-06-26 10:00:00",5851,19.39,100,960.3433,0.217,1.5,318.2,1059
"2023-06-26 11:00:00",5852,19.72,100,960.16,0.357,1.5,319.5,1046
"2023-06-26 12:00:00",5853,20.4,100,959.5634,0.063,1.1,0,1030
"2023-06-26 13:00:00",5854,20.67,100,959.3867,0.183,1.6,21.17,1007
"2023-06-26 14:00:00",5855,20.76,100,959.22,0,0.7,0,1017
"2023-06-26 15:00:00",5856,20.92,100,959.0267,0.06,1,14.34,1013
"2023-06-26 16:00:00",5857,21.14,100,958.7233,0.18,1.4,22.96,993
"2023-06-26 17:00:00",5858,21.56,100,958.29,0.023,1.3,0,1045
"2023-06-26 18:00:00",5859,21.62,100,958.0867,0.227,1.6,2.846,1060
"2023-06-26 19:00:00",5860,21.51,100,958.08,0.28,1.5,0,1129
"2023-06-26 20:00:00",5861,21.3,100,958.07,0.223,1.2,323.6,1012
"2023-06-26 21:00:00",5862,21.33,100,957.91,0.063,0.9,358.1,1054
"2023-06-26 22:00:00",5863,21.36,100,957.69,0.223,1.4,0,1048
"2023-06-26 23:00:00",5864,21.53,100,957.2633,0.567,3.1,27.3,1006
"2023-06-27 00:00:00",5865,21.6,100,956.7367,0.59,3,45.13,1046
"2023-06-27 01:00:00",5866,21.53,100,956.4567,0.593,2.4,30.2,1006
"2023-06-27 02:00:00",5867,21.28,100,956.5433,0.52,2.4,29.5,1048
"2023-06-27 03:00:00",5868,20.92,100,956.4333,0.547,2.1,11.74,1076
"2023-06-27 04:00:00",5869,20.72,100,956.37,0.507,2.1,31.52,1032
"2023-06-27 05:00:00",5870,20.47,100,956.67,0.73,4.1,47.15,1050
"2023-06-27 06:00:00",5871,19.58,100,957.67,0.74,3.2,65.43,1021
"2023-06-27 07:00:00",5872,19.05,100,958.5433,0.263,1.4,7.784,1055
"2023-06-27 08:00:00",5873,19.03,100,959.25,0.293,1.6,12.72,1005
"2023-06-27 09:00:00",5874,19.35,100,959.9767,0.363,2,1.941,1076
"2023-06-27 10:00:00",5875,20.1,98.6,960.43,0.563,2,57.01,1095
"2023-06-27 11:00:00",5876,20.92,94.2,960.7633,0.66,2.9,63.26,1014
"2023-06-27 12:00:00",5877,20.86,95.3,960.9733,0.327,1.7,7.128,1055
"2023-06-27 13:00:00",5878,21.15,94.2,961.18,0.177,1.2,353.9,1059
"2023-06-27 14:00:00",5879,21.85,91.3,961.1533,0.32,1,351.3,1052
"2023-06-27 15:00:00",5880,22.32,89.4,960.9633,0.247,1,296.1,1045
"2023-06-27 16:00:00",5881,23.17,85.3,961.0167,0.363,1.4,317.1,979
"2023-06-27 17:00:00",5882,22.97,86.7,961.21,0.287,1.2,344.1,1011
"2023-06-27 18:00:00",5883,22.95,87.9,961.22,0.267,1.1,288.9,1048
"2023-06-27 19:00:00",5884,22.9,87.2,961.5367,0.487,0.9,263.5,982
"2023-06-27 20:00:00",5885,22.03,89.9,961.89,0.343,1.1,248.8,1001
"2023-06-27 21:00:00",5886,21.22,91.6,961.71,0.473,1.1,253.1,1027
"2023-06-27 22:00:00",5887,21.01,91.5,961.23,0.527,1.3,242.3,998
"2023-06-27 23:00:00",5888,20.45,92.9,961.0967,0.303,1.2,235.5,1025
"2023-06-28 00:00:00",5889,20.48,91.8,961.4,0.55,1.2,254.1,1047
"2023-06-28 01:00:00",5890,20.29,93.4,961.43,0.447,1,271,1016
"2023-06-28 02:00:00",5891,19.94,96.4,961.2833,0.383,0.9,298.2,1008
"2023-06-28 03:00:00",5892,20.29,96.6,961.2367,0.407,1.1,248.2,994
"2023-06-28 04:00:00",5893,20.24,97.1,960.36,0.403,1.5,278.5,1091
"2023-06-28 05:00:00",5894,20.26,97.4,960.47,0.313,1.5,276.4,1034
"2023-06-28 06:00:00",5895,20.37,97.3,960.64,0.163,0.9,343.3,1026
"2023-06-28 07:00:00",5896,20.41,97.6,960.45,0.067,0.7,342.4,1054
"2023-06-28 08:00:00",5897,21.25,93,960.7067,0.223,1.6,9.97,1053
"2023-06-28 09:00:00",5898,21.66,84.2,960.99,0.36,1.5,53.92,983
"2023-06-28 10:00:00",5899,21.88,84.2,960.7633,0.377,1.9,12.01,994
"2023-06-28 11:00:00",5900,23.32,80.2,960.7167,0.583,2,65.42,1056
"2023-06-28 12:00:00",5901,24.25,77.43,960.5467,0.663,2.4,73.19,1042
"2023-06-28 13:00:00",5902,25.2,72.83,959.89,0.677,2.4,88.2,1055
"2023-06-28 14:00:00",5903,24.97,76.06,959.4833,0.533,1.3,64.3,1061
"2023-06-28 15:00:00",5904,25.68,72.2,959.0233,0.57,2.3,40.71,1076
"2023-06-28 16:00:00",5905,25.83,69.54,958.6,0.557,2.3,9.12,1035
"2023-06-28 17:00:00",5906,25.28,74.25,958.5533,0.417,1.6,346.3,1075
"2023-06-28 18:00:00",5907,24.85,80.5,958.45,0.207,1.1,352.1,1055
"2023-06-28 19:00:00",5908,24.1,85.4,958.8667,0.117,1,345.1,1037
"2023-06-28 20:00:00",5909,23.32,87.5,959.1067,0.347,1.2,272.1,1057
"2023-06-28 21:00:00",5910,22.72,90.6,959.2466,0.457,1.2,272.2,1032
"2023-06-28 22:00:00",5911,22.35,93,959.5,0.347,0.8,266.7,1072
"2023-06-28 23:00:00",5912,22.36,93.6,959.38,0.29,0.9,287.3,1050
"2023-06-29 00:00:00",5913,22.18,95.3,959.19,0.053,0.8,356.1,1057
"2023-06-29 01:00:00",5914,22.16,96.1,958.8134,0,0.7,0,1014
"2023-06-29 02:00:00",5915,22.11,96.6,958.1067,0.233,0.9,335.9,1064
"2023-06-29 03:00:00",5916,21.99,97.4,957.45,0,0.7,0,1077
"2023-06-29 04:00:00",5917,21.85,98.1,957.33,0.103,0.7,333.1,1049
"2023-06-29 05:00:00",5918,21.69,98.8,957.5767,0.04,0.7,351.4,1053
"2023-06-29 06:00:00",5919,21.68,99.1,957.62,0.113,0.8,343.6,1043
"2023-06-29 07:00:00",5920,21.91,98.6,957.5,0,0.7,0,1109
