"TOA5","CR300_CRNP","CR300","20352","CR310.Std.10.07","CPU:240801_KIHS_Hydro_mod_WS500 _PyeongChang.CR300","12929","Hour1_PyeongChang"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2024-12-26 12:00:00",3528,-0.033,46.98,956.26,1.837,6.7,269.9,1346
"2024-12-26 13:00:00",3529,0.033,43.1,955.68,1.953,7.6,337.6,1336
"2024-12-26 14:00:00",3530,0.197,40.04,955.0467,1.977,9.3,330.5,1285
"2024-12-26 15:00:00",3531,-0.01,38.62,955.01,1.79,8.3,297.6,1410
"2024-12-26 16:00:00",3532,-0.987,36.9,955.2733,1.46,8.3,121.8,1346
"2024-12-26 17:00:00",3533,-1.99,38.09,955.1833,1.457,8.3,27.71,1243
"2024-12-26 18:00:00",3534,-2.773,36.15,955.5333,1.177,5,59.17,1353
"2024-12-26 19:00:00",3535,-3.753,36.18,955.7667,1.17,5.8,341.7,1335
"2024-12-26 20:00:00",3536,-4.873,48.66,956.0367,1.377,7.7,294.7,1364
"2024-12-26 21:00:00",3537,-5.04,55.12,956.25,1.797,8.9,261.2,1355
"2024-12-26 22:00:00",3538,-5.753,56.03,956.5433,1.48,8.9,159.1,1380
"2024-12-26 23:00:00",3539,-6.203,53.7,957.0667,1.513,6.6,41.88,1322
"2024-12-27 00:00:00",3540,-6.91,54.3,957.1633,1.487,6.2,38.2,1286
"2024-12-27 01:00:00",3541,-7.637,55.2,957.2433,1.473,5.8,38.59,1345
"2024-12-27 02:00:00",3542,-8.36,57.02,957.65,1.693,7.5,14.26,1299
"2024-12-27 03:00:00",3543,-9.35,59.91,958.05,1.133,6.7,319.7,1281
"2024-12-27 04:00:00",3544,-9.94,60.28,958.3234,1.25,7.8,260.1,1388
"2024-12-27 05:00:00",3545,-10.49,61.27,958.0634,1.22,5.6,261.7,1279
"2024-12-27 06:00:00",3546,-11,63,957.9133,1.147,5.7,114.2,1331
"2024-12-27 07:00:00",3547,-11.81,66.7,958.4267,0.763,2.5,159.6,1319
"2024-12-27 08:00:00",3548,-12.46,69.97,958.7833,0.797,2.5,126.1,1265
"2024-12-27 09:00:00",3549,-11.58,68.18,959.4833,0.887,3.5,132.1,1382
"2024-12-27 10:00:00",3550,-8.68,57.15,959.6333,0.893,5,42.34,1327
"2024-12-27 11:00:00",3551,-7.12,50.65,959.2067,1.593,6.4,74.73,1292
"2024-12-27 12:00:00",3552,-5.027,40.21,958.9033,1.553,6.4,352.5,1354
"2024-12-27 13:00:00",3553,-3.91,34.3,957.8134,2,9.8,276.9,1305
"2024-12-27 14:00:00",3554,-3.833,33.93,957.0433,2.25,9.4,295.6,1371
"2024-12-27 15:00:00",3555,-3.743,34.62,956.2567,1.707,5.9,335.6,1308
"2024-12-27 16:00:00",3556,-4.133,35.5,955.7867,1.593,5.9,17.37,1350
"2024-12-27 17:00:00",3557,-4.733,37.87,955.48,1.157,4.5,344.8,1426
"2024-12-27 18:00:00",3558,-6.03,45.98,955.5733,0.913,2.9,170.2,1319
"2024-12-27 19:00:00",3559,-5.917,48.99,955.3633,1.323,4.9,87.5,1358
"2024-12-27 20:00:00",3560,-5.623,54.06,955.0566,1.637,7.8,67.28,1358
"2024-12-27 21:00:00",3561,-5.903,57.16,954.98,1.617,6.7,40.93,1407
"2024-12-27 22:00:00",3562,-5.923,59.73,954.9033,1.613,6.7,55.29,1353
"2024-12-27 23:00:00",3563,-5.877,61.87,954.9767,1.727,6.5,46.32,1352
"2024-12-28 00:00:00",3564,-6.123,64.58,954.8033,1.83,7,39.16,1396
"2024-12-28 01:00:00",3565,-6.273,65.02,954.4033,2.237,8.6,357.6,1362
"2024-12-28 02:00:00",3566,-6.48,64.53,954.24,2.123,8.2,28.87,1297
"2024-12-28 03:00:00",3567,-6.78,66.26,954.1066,1.333,5.1,38.75,1424
"2024-12-28 04:00:00",3568,-7.537,65.26,953.9534,1.573,6.1,332.1,1392
"2024-12-28 05:00:00",3569,-8.91,63.64,954.1533,1.38,5.1,256.9,1367
"2024-12-28 06:00:00",3570,-9.75,57.51,954.1234,1.163,5.2,51.57,1394
"2024-12-28 07:00:00",3571,-10.85,58.67,954.36,1.19,3.9,115.6,1380
"2024-12-28 08:00:00",3572,-10.63,57.4,954.93,1.307,5.9,354.1,1352
"2024-12-28 09:00:00",3573,-10.47,58.93,955.6934,1.02,4.7,60.27,1331
"2024-12-28 10:00:00",3574,-8.88,53.08,956.1733,1.457,4.9,10.98,1313
"2024-12-28 11:00:00",3575,-7.78,48.21,956.3766,1.677,4.6,29.84,1418
"2024-12-28 12:00:00",3576,-6.66,43.52,956.0566,1.453,5.8,341.9,1439
"2024-12-28 13:00:00",3577,-5.83,40.69,955.1033,1.697,5.9,332.2,1442
"2024-12-28 14:00:00",3578,-5.337,37.75,954.8033,1.893,10.9,319.9,1398
"2024-12-28 15:00:00",3579,-4.923,35.23,954.48,1.87,7.8,218.2,1370
"2024-12-28 16:00:00",3580,-5.1,35.34,954.4833,1.79,10.4,84.9,1395
"2024-12-28 17:00:00",3581,-5.59,38.73,954.7034,1.44,6.9,76.45,1398
"2024-12-28 18:00:00",3582,-6.223,44.15,954.9366,1.397,7.9,104.4,1407
"2024-12-28 19:00:00",3583,-7.523,50.46,955.4533,0.89,3.4,134.5,1373
"2024-12-28 20:00:00",3584,-8.17,54.65,956.0067,0.787,3.3,118.4,1338
"2024-12-28 21:00:00",3585,-7.937,56.16,956.4,0.963,4.3,169.3,1378
"2024-12-28 22:00:00",3586,-8.35,60.96,956.5333,1.003,4.7,160.4,1325
"2024-12-28 23:00:00",3587,-8.92,64.72,956.75,0.993,2.8,164,1380
"2024-12-29 00:00:00",3588,-8.98,65.49,957.0333,1.007,4,135.2,1328
"2024-12-29 01:00:00",3589,-8.91,66.22,956.9767,1.08,3.1,146.4,1348
"2024-12-29 02:00:00",3590,-10.76,74.27,956.8333,0.86,3.8,148.9,1268
"2024-12-29 03:00:00",3591,-11.2,76.48,957.0734,0.77,3.8,161.2,1374
"2024-12-29 04:00:00",3592,-11.39,77.87,957.3267,0.77,3,143.8,1310
"2024-12-29 05:00:00",3593,-11.87,81,957.47,0.713,1.8,210.1,1297
"2024-12-29 06:00:00",3594,-11.84,82.8,957.62,0.463,1.3,162.4,1411
"2024-12-29 07:00:00",3595,-12.22,85.7,958.0733,0.487,1.3,187.9,1303
"2024-12-29 08:00:00",3596,-12.68,87.4,959.03,0.51,1.5,166.2,1338
"2024-12-29 09:00:00",3597,-11.79,86.1,959.3734,0.363,1.6,15.48,1322
"2024-12-29 10:00:00",3598,-9.14,77.66,959.8233,0.583,1.8,24.71,1368
"2024-12-29 11:00:00",3599,-5.57,63.91,960.04,0.747,3.1,24.58,1318
"2024-12-29 12:00:00",3600,-2.15,44.75,959.5734,1.92,7.2,16.06,1322
"2024-12-29 13:00:00",3601,-0.87,37.59,958.8134,1.907,9.9,105.8,1347
"2024-12-29 14:00:00",3602,0.077,33.78,958.78,1.54,6.5,284,1294
"2024-12-29 15:00:00",3603,0.15,34.17,958.56,1.62,6.9,269,1279
"2024-12-29 16:00:00",3604,-0.653,40.68,958.38,1.013,5.6,199.5,1289
"2024-12-29 17:00:00",3605,-1.443,48.54,958.7534,1.043,5.6,174.4,1283
"2024-12-29 18:00:00",3606,-1.963,55.18,958.51,0.72,3,219.7,1322
"2024-12-29 19:00:00",3607,-1.98,61.61,958.3033,0.79,3.6,41.54,1382
"2024-12-29 20:00:00",3608,-1.493,61.41,958.7067,1.107,3.9,44.59,1359
"2024-12-29 21:00:00",3609,-1.327,63.87,959.0566,1.17,5.8,67.6,1321
"2024-12-29 22:00:00",3610,-1.437,67.07,958.5967,1.44,5.1,73.5,1292
"2024-12-29 23:00:00",3611,-1.477,70.74,957.7634,1.527,6.1,62.19,1336
"2024-12-30 00:00:00",3612,-1.383,73.65,957.0367,0.777,4.1,53.26,1364
"2024-12-30 01:00:00",3613,-1.563,75.95,956.3134,0.783,3.2,120.1,1345
"2024-12-30 02:00:00",3614,-1.223,77.46,956.18,1.29,5.4,101.3,1312
"2024-12-30 03:00:00",3615,-0.447,75.47,956.3134,1.83,6.4,107.1,1330
"2024-12-30 04:00:00",3616,-0.323,74.67,956.17,2.167,7.9,98.1,1321
"2024-12-30 05:00:00",3617,-0.36,75.81,955.6433,1.953,7.1,81.5,1378
"2024-12-30 06:00:00",3618,-0.053,76.05,955.5133,1.85,6.6,107.5,1339
"2024-12-30 07:00:00",3619,0.187,78.32,955.4333,1.98,7.2,99.9,1369
"2024-12-30 08:00:00",3620,0.49,79.89,955.0933,2.27,7.9,100.8,1381
"2024-12-30 09:00:00",3621,0.943,79.35,954.7833,1.957,7.5,97.4,1357
"2024-12-30 10:00:00",3622,1.313,78.79,954.9133,2.443,9.6,72.95,1342
"2024-12-30 11:00:00",3623,1.78,76.74,954.91,2.18,7.4,63.85,1292
"2024-12-30 12:00:00",3624,2.34,74.48,954.2667,1.883,7.7,75.5,1282
"2024-12-30 13:00:00",3625,2.883,71.44,953.18,2.257,8.7,78.04,1370
"2024-12-30 14:00:00",3626,3.683,66.94,952.37,2.223,10.9,98.7,1417
"2024-12-30 15:00:00",3627,3.863,66.98,951.81,2.367,9.3,106.1,1328
"2024-12-30 16:00:00",3628,4.017,64.68,951.5133,1.917,7.1,113.5,1367
"2024-12-30 17:00:00",3629,4.03,63.38,951.4,2.347,8.1,133,1372
"2024-12-30 18:00:00",3630,3.843,66.29,951.2167,2.203,8,89.9,1381
"2024-12-30 19:00:00",3631,3.72,68.21,951.16,2.167,9.2,83,1363
"2024-12-30 20:00:00",3632,3.517,68.01,950.9467,1.857,9.2,74.35,1428
"2024-12-30 21:00:00",3633,3.253,68.14,950.9,1.73,9.6,64.99,1323
"2024-12-30 22:00:00",3634,3.097,67.46,950.6733,1.62,8,62.89,1348
"2024-12-30 23:00:00",3635,2.877,67.24,950.49,1.84,7.5,68.7,1328
"2024-12-31 00:00:00",3636,2.463,64.34,950.2667,1.93,8.2,75.73,1376
"2024-12-31 01:00:00",3637,1.693,64.76,949.87,1.313,6.1,41.85,1408
"2024-12-31 02:00:00",3638,1.283,67.53,949.38,1.823,7.9,47.09,1449
"2024-12-31 03:00:00",3639,1.113,72.89,949.4966,2.053,7.4,28.72,1386
"2024-12-31 04:00:00",3640,0.433,67.84,949.9,1.98,8.3,341.1,1432
"2024-12-31 05:00:00",3641,-0.893,58.11,949.9467,1.56,6.5,85.3,1393
"2024-12-31 06:00:00",3642,-1.703,52.51,949.9167,2.14,10.5,227.3,1434
"2024-12-31 07:00:00",3643,-2.33,50.94,950.6334,3.003,11.1,263.7,1420
"2024-12-31 08:00:00",3644,-3,47.95,951.5433,2.767,8.4,256.7,1421
"2024-12-31 09:00:00",3645,-3.36,47.31,952.36,1.463,8.4,260.9,1354
"2024-12-31 10:00:00",3646,-2.567,43.03,953.0667,1.977,8.4,261.8,1339
"2024-12-31 11:00:00",3647,-2.007,40.51,953.68,2.57,10.5,251.6,1408
"2024-12-31 12:00:00",3648,-1.407,37.44,953.59,2.413,8,241.9,1480
"2024-12-31 13:00:00",3649,-0.993,37.18,953.3766,2.633,11.3,284.8,1336
"2024-12-31 14:00:00",3650,-0.043,33.91,953.1067,1.557,5.5,287.2,1389
"2024-12-31 15:00:00",3651,0.167,33.99,953.09,1.497,5.6,263.1,1365
"2024-12-31 16:00:00",3652,-0.833,36.59,953.37,1.663,7,281.4,1426
"2024-12-31 17:00:00",3653,-1.63,37.67,953.7534,1.013,4.8,357.4,1385
"2024-12-31 18:00:00",3654,-2.39,39.44,954.1934,0.94,4.3,107.3,1360
"2024-12-31 19:00:00",3655,-3.353,42.74,954.7933,1.037,4.9,142.7,1385
"2024-12-31 20:00:00",3656,-4.507,47.21,955.3767,0.85,2.4,173.7,1436
"2024-12-31 21:00:00",3657,-5.39,50.83,955.5267,0.79,2.5,164.9,1426
"2024-12-31 22:00:00",3658,-6.457,55.69,955.5333,0.627,1.5,171.3,1356
"2024-12-31 23:00:00",3659,-7.483,60.58,955.6333,0.673,1.9,159.8,1326
"2025-01-01 00:00:00",3660,-8.38,65.13,955.83,0.557,1.9,173.9,1371
"2025-01-01 01:00:00",3661,-9.17,70.04,955.6967,0.597,1.6,178.1,1378
"2025-01-01 02:00:00",3662,-9.72,72.91,955.7933,0.507,1.9,177.1,1308
"2025-01-01 03:00:00",3663,-10.26,75.71,956.11,0.7,2.5,280.5,1424
"2025-01-01 04:00:00",3664,-10.34,77.22,955.86,0.81,2.7,178.3,1283
"2025-01-01 05:00:00",3665,-10.16,78.16,955.3667,0.577,2.4,177.5,1313
"2025-01-01 06:00:00",3666,-8.94,76.5,955.36,0.89,2.9,332.5,1243
"2025-01-01 07:00:00",3667,-7.297,74.62,955.6766,0.987,6.1,12.4,1361
"2025-01-01 08:00:00",3668,-5.33,70.22,955.8834,1.277,5.5,55.78,1354
"2025-01-01 09:00:00",3669,-4.563,71.18,956.1,1.327,5.6,73.3,1257
"2025-01-01 10:00:00",3670,-3.357,71.94,956.18,1.57,5.1,92.5,1327
"2025-01-01 11:00:00",3671,-1.907,70.44,956.4633,1.403,5.3,78.15,1342
"2025-01-01 12:00:00",3672,0.163,66.83,956.22,1.627,6.2,42.78,1337
"2025-01-01 13:00:00",3673,1.383,65.09,955.65,2.16,6.9,14.96,1409
"2025-01-01 14:00:00",3674,1.45,63.22,955.1733,2.433,6.9,27.33,1345
"2025-01-01 15:00:00",3675,1.553,60.88,954.9533,2.113,7.4,23.6,1278
"2025-01-01 16:00:00",3676,1.223,63,954.99,1.61,7.6,58.4,1414
"2025-01-01 17:00:00",3677,1.353,62.19,955.1033,1.487,5.3,132.9,1368
"2025-01-01 18:00:00",3678,0.743,65.14,955.2033,1.133,4.3,111.6,1315
"2025-01-01 19:00:00",3679,-0.227,69.7,955.4534,0.93,4.3,149.8,1354
"2025-01-01 20:00:00",3680,0.343,65.66,955.79,1.347,5.5,79.87,1403
"2025-01-01 21:00:00",3681,-0.673,70.74,956.2767,0.91,3.7,126,1345
"2025-01-01 22:00:00",3682,-1.73,74.84,956.58,0.857,2.8,160.3,1379
"2025-01-01 23:00:00",3683,-2.737,79.71,956.89,0.737,2.2,159.6,1374
"2025-01-02 00:00:00",3684,-3.187,82.1,957.2,0.797,2,140.5,1384
"2025-01-02 01:00:00",3685,-4.227,86.8,957.2267,0.493,1.6,166.8,1358
"2025-01-02 02:00:00",3686,-5.007,89.6,957.11,0.453,1,144.5,1331
"2025-01-02 03:00:00",3687,-5.993,92.5,957.38,0.547,1,163.1,1372
"2025-01-02 04:00:00",3688,-6.683,93.2,957.75,0.387,0.9,157,1366
"2025-01-02 05:00:00",3689,-7.427,92.8,957.8367,0.237,0.9,115.9,1375
"2025-01-02 06:00:00",3690,-8.22,92.1,957.97,0.377,1.1,171.6,1380
"2025-01-02 07:00:00",3691,-8.86,91.9,958.05,0.253,1,149.2,1346
"2025-01-02 08:00:00",3692,-9.76,91.6,958.2333,0.373,1.2,157.1,1323
"2025-01-02 09:00:00",3693,-9.11,90.2,958.5433,0.277,1.5,342.6,1358
"2025-01-02 10:00:00",3694,-6.77,86.8,958.9333,0.627,1.8,331.6,1279
"2025-01-02 11:00:00",3695,-3.6,78.78,958.8766,0.567,2.3,357.7,1327
"2025-01-02 12:00:00",3696,-0.45,66.06,958.0933,1.227,4.7,44.97,1346
"2025-01-02 13:00:00",3697,1.367,51.87,957.15,1.383,4.5,87.2,1272
"2025-01-02 14:00:00",3698,2.31,33.81,956.53,1.717,6.5,296.9,1364
"2025-01-02 15:00:00",3699,2.2,30.34,956.46,1.547,5.5,276.8,1421
"2025-01-02 16:00:00",3700,1.537,32.03,956.7067,1.313,7.2,1.728,1315
"2025-01-02 17:00:00",3701,-0.113,38.24,956.91,1.163,3.9,156.5,1351
"2025-01-02 18:00:00",3702,-1.47,39.32,956.9333,1.157,5.8,170.8,1354
"2025-01-02 19:00:00",3703,-2.863,44.61,957.4633,0.91,2.5,161.6,1327
"2025-01-02 20:00:00",3704,-3.843,47.32,957.7233,0.88,2.4,165,1385
"2025-01-02 21:00:00",3705,-3.573,42.55,957.6533,1.037,3.2,181.7,1275
"2025-01-02 22:00:00",3706,-3.677,42.34,957.3533,1.143,6.6,182.5,1287
"2025-01-02 23:00:00",3707,-4.02,42.42,957.34,1.087,5.2,194.1,1384
"2025-01-03 00:00:00",3708,-4.917,44.54,957.4933,0.987,4.1,127.1,1316
"2025-01-03 01:00:00",3709,-5.107,38.67,957.5,1.113,5.5,128.9,1354
"2025-01-03 02:00:00",3710,-6.107,42.54,957.35,0.867,2.6,154.4,1374
"2025-01-03 03:00:00",3711,-7.587,49.59,957.3333,0.897,2.5,134.1,1380
"2025-01-03 04:00:00",3712,-8.57,54.57,957.3767,0.79,2.7,149.1,1309
"2025-01-03 05:00:00",3713,-6.687,44.4,957.2767,1.493,7.2,213.4,1340
"2025-01-03 06:00:00",3714,-7.36,44.98,957.18,1.533,5.3,218.8,1390
"2025-01-03 07:00:00",3715,-9.52,55.16,957.4633,0.803,3,166.9,1338
"2025-01-03 08:00:00",3716,-11.59,66.07,957.8567,0.697,1.8,146.9,1313
"2025-01-03 09:00:00",3717,-11.24,66.94,958.4633,0.597,2.4,98.6,1346
"2025-01-03 10:00:00",3718,-8.27,59.55,958.9633,0.743,3.4,18.57,1341
"2025-01-03 11:00:00",3719,-5.207,39.73,959.25,1.647,9.5,36.57,1321
"2025-01-03 12:00:00",3720,-3.623,30.71,958.4133,3.103,7.6,295.1,1374
"2025-01-03 13:00:00",3721,-3.107,31.15,957.8367,3.337,9.2,297.1,1384
"2025-01-03 14:00:00",3722,-2.777,32.56,957.4333,1.957,7.6,318.8,1353
"2025-01-03 15:00:00",3723,-2.82,34.87,957.4067,2.397,9.7,325.4,1294
"2025-01-03 16:00:00",3724,-2.72,38.32,957.4767,1.95,7.2,320.5,1329
"2025-01-03 17:00:00",3725,-3.29,41.15,957.5034,1.563,6.6,45.58,1393
"2025-01-03 18:00:00",3726,-3.743,45.96,957.6934,1.283,5.8,52.46,1309
"2025-01-03 19:00:00",3727,-4.023,51.59,958.0067,1.123,4,45.47,1321
"2025-01-03 20:00:00",3728,-4.957,55.55,958.28,0.82,4.8,25.78,1288
"2025-01-03 21:00:00",3729,-5.39,60.42,958.5667,0.793,3,85.7,1318
"2025-01-03 22:00:00",3730,-5.413,65.09,958.83,0.793,2.9,53.47,1322
"2025-01-03 23:00:00",3731,-6.403,72.29,958.9434,0.707,2.6,163.7,1433
"2025-01-04 00:00:00",3732,-7.787,78.78,958.6433,0.62,1.6,152.4,1312
"2025-01-04 01:00:00",3733,-8.26,81.6,958.4833,0.437,1.3,155.6,1300
"2025-01-04 02:00:00",3734,-8.07,84.7,958.5566,0.577,1.4,188.2,1321
"2025-01-04 03:00:00",3735,-8,87.9,958.7567,0.41,1.2,350.1,1271
"2025-01-04 04:00:00",3736,-7.54,89.1,958.7233,0.487,1.4,10.97,1268
"2025-01-04 05:00:00",3737,-7.457,89.6,958.3967,0.497,1.8,350,1301
"2025-01-04 06:00:00",3738,-7.797,90.7,958.52,0.613,2.3,154.7,1380
"2025-01-04 07:00:00",3739,-8.45,90.3,958.9366,0.493,1.7,115.7,1343
"2025-01-04 08:00:00",3740,-9.3,91.4,959.2267,0.483,1.2,175.2,1334
"2025-01-04 09:00:00",3741,-8.97,90.8,959.51,0.293,1,180.9,1279
"2025-01-04 10:00:00",3742,-6.663,85.1,959.9767,0.737,3.1,52.39,1282
"2025-01-04 11:00:00",3743,-4.163,66.81,959.9966,1.44,5.1,73.92,1292
"2025-01-04 12:00:00",3744,-2.36,50.75,959.5933,1.74,5.4,98.9,1259
"2025-01-04 13:00:00",3745,-1.703,38.81,959.4733,1.9,5.7,218.4,1253
"2025-01-04 14:00:00",3746,-0.823,37.04,959.2067,1.577,5.4,238.3,1359
"2025-01-04 15:00:00",3747,-0.7,35.28,959.27,1.563,5.4,204.5,1319
"2025-01-04 16:00:00",3748,-1.583,37.28,959.4833,1.12,4.3,179.3,1333
"2025-01-04 17:00:00",3749,-3.063,43.38,959.6333,0.757,2.7,171.2,1316
"2025-01-04 18:00:00",3750,-3.797,46.84,959.6033,0.943,2.7,160.6,1386
"2025-01-04 19:00:00",3751,-5.58,54.54,959.9434,0.767,2,160.3,1372
"2025-01-04 20:00:00",3752,-6.703,58.93,960.32,0.587,1.3,158.5,1320
"2025-01-04 21:00:00",3753,-7.597,63.31,960.06,0.64,1.3,142.4,1428
"2025-01-04 22:00:00",3754,-8.28,65.34,959.5167,0.523,1.1,156.7,1282
"2025-01-04 23:00:00",3755,-9.08,68.91,960.0067,0.62,1.2,148.3,1331
"2025-01-05 00:00:00",3756,-9.37,70.27,959.41,0.527,1.5,187,1305
"2025-01-05 01:00:00",3757,-9.64,72.19,958.71,0.51,1.3,177.6,1403
"2025-01-05 02:00:00",3758,-10.45,75.15,958.1567,0.48,1.3,174.1,1344
"2025-01-05 03:00:00",3759,-10.6,76.83,958.0433,0.433,1.5,90.7,1309
"2025-01-05 04:00:00",3760,-10.55,77.59,958,0.477,1.1,180.5,1405
"2025-01-05 05:00:00",3761,-9.98,79.65,957.69,0.2,0.9,23.53,1360
"2025-01-05 06:00:00",3762,-9.15,79.49,956.9067,0.157,0.9,350.1,1303
"2025-01-05 07:00:00",3763,-8.63,77.7,956.7433,0.423,1.8,23.08,1418
"2025-01-05 08:00:00",3764,-7.997,75.09,956.66,0.103,1.1,7.005,1338
"2025-01-05 09:00:00",3765,-7.913,82.7,956.63,0.417,1.5,22.39,1380
"2025-01-05 10:00:00",3766,-7.043,89.2,956.4167,0.5,1.8,355.5,1285
"2025-01-05 11:00:00",3767,-4.803,91.5,955.95,0.77,3.6,37,1359
"2025-01-05 12:00:00",3768,-4.143,93.4,955.46,1.303,4.2,48.78,1344
"2025-01-05 13:00:00",3769,-2.893,92.7,954.5333,1.443,4.3,61.63,1325
"2025-01-05 14:00:00",3770,-2.267,93.2,953.48,1.563,4.6,45.2,1270
"2025-01-05 15:00:00",3771,-1.817,95.7,952.98,1.3,5.6,49.68,1371
"2025-01-05 16:00:00",3772,-1.56,95.9,952.8467,1.267,5.6,61.36,1347
"2025-01-05 17:00:00",3773,-1.053,94.2,952.7534,1.1,4.9,84.1,1376
"2025-01-05 18:00:00",3774,-0.913,95.1,952.7933,1.23,4.1,118.6,1323
"2025-01-05 19:00:00",3775,-0.7,94.2,952.98,1.12,4.7,133,1293
"2025-01-05 20:00:00",3776,-0.753,95.7,953.16,1.237,4.7,112.1,1366
"2025-01-05 21:00:00",3777,-0.68,97,953.1967,1.37,5.1,129.3,1351
"2025-01-05 22:00:00",3778,-0.643,98.2,952.93,0.687,3.5,61.23,1344
"2025-01-05 23:00:00",3779,-0.67,98.7,952.5466,0.79,3.9,111,1317
"2025-01-06 00:00:00",3780,-0.953,98.8,952.2,0.513,2.7,51.36,1274
"2025-01-06 01:00:00",3781,-0.743,98.6,951.4933,0.617,2.4,105.5,1340
"2025-01-06 02:00:00",3782,-0.843,98.3,950.9266,0.453,2.5,47.04,1384
"2025-01-06 03:00:00",3783,-1.777,99,950.5467,0.413,1.8,356.6,1426
"2025-01-06 04:00:00",3784,-1.907,99.7,950.0566,0.54,2.6,20.85,1389
"2025-01-06 05:00:00",3785,-1.707,99.7,949.29,0.45,2.6,62.76,1422
"2025-01-06 06:00:00",3786,-1.79,99.6,949.0767,0.333,1.5,312.7,1437
"2025-01-06 07:00:00",3787,-1.653,99.5,949.2267,0.283,1.4,4.807,1261
"2025-01-06 08:00:00",3788,-1.73,99.6,949.39,0.02,0.9,0,1416
"2025-01-06 09:00:00",3789,-1.57,99.7,949.2733,0.1,2,350.4,1442
"2025-01-06 10:00:00",3790,-0.913,99.8,949.1733,0.523,2.4,14.46,1369
"2025-01-06 11:00:00",3791,-0.023,97.8,949.0034,0.853,4.1,53.14,1394
"2025-01-06 12:00:00",3792,0.15,93.4,948.6933,1.173,5.1,35.82,1376
"2025-01-06 13:00:00",3793,0.003,91.6,947.98,1.223,5.6,57.53,1278
"2025-01-06 14:00:00",3794,-0.81,90.3,947.5733,1.463,6.2,56.52,1291
"2025-01-06 15:00:00",3795,-1.057,92.1,947.6533,1.307,5.5,48.08,1273
"2025-01-06 16:00:00",3796,-1.413,89.8,948.0767,1.22,8.1,39.25,1355
"2025-01-06 17:00:00",3797,-1.533,75.95,948.5566,2.847,11.3,289.8,1413
"2025-01-06 18:00:00",3798,-2.12,71.78,949.2033,2.067,9.5,305.5,1421
"2025-01-06 19:00:00",3799,-3.127,77.74,949.85,1.327,8.4,118.8,1353
"2025-01-06 20:00:00",3800,-3.537,73.99,950.3933,1.203,6.1,165.8,1316
"2025-01-06 21:00:00",3801,-4.15,74.11,950.71,1.46,5.5,186.1,1354
"2025-01-06 22:00:00",3802,-4.807,74.47,950.89,1.48,7.1,348.3,1300
"2025-01-06 23:00:00",3803,-4.973,74.04,951.06,1.297,6.1,267.7,1334
"2025-01-07 00:00:00",3804,-5.707,71.84,951.0267,1.41,6.8,60.98,1385
"2025-01-07 01:00:00",3805,-6.71,70.1,950.65,1.417,6.4,25.7,1284
"2025-01-07 02:00:00",3806,-7.597,67.09,950.56,1.977,9.8,345.3,1326
"2025-01-07 03:00:00",3807,-8.35,67.7,950.7567,1.847,9,347.7,1343
"2025-01-07 04:00:00",3808,-9.02,68.59,950.5566,1.46,6.1,335.3,1279
"2025-01-07 05:00:00",3809,-9.28,69.23,950.18,1.56,6.1,93.9,1309
"2025-01-07 06:00:00",3810,-9.95,73.27,950.2167,0.933,3.1,110.3,1327
"2025-01-07 07:00:00",3811,-10.22,74.64,950.3433,0.977,4.2,119.2,1293
"2025-01-07 08:00:00",3812,-10.95,72.89,950.7466,1.043,4.2,156,1336
"2025-01-07 09:00:00",3813,-11.32,75.52,950.92,1.007,3.7,66.57,1310
"2025-01-07 10:00:00",3814,-8.9,62.79,950.99,1.277,5.4,61.18,1276
"2025-01-07 11:00:00",3815,-6.783,47.82,950.9633,1.67,10.6,8.61,1339
"2025-01-07 12:00:00",3816,-6.183,45.97,950.3134,1.95,8.7,277.3,1414
"2025-01-07 13:00:00",3817,-5.577,47.13,949.4966,1.723,7,337.7,1274
"2025-01-07 14:00:00",3818,-5.2,49.45,948.7466,1.777,8.8,343.9,1430
"2025-01-07 15:00:00",3819,-4.873,49.17,948.4,2.44,8.8,342.5,1332
"2025-01-07 16:00:00",3820,-4.85,51.02,948.86,1.853,5.7,29.02,1359
"2025-01-07 17:00:00",3821,-5.183,55.5,949.3734,1.473,5.1,23.46,1401
"2025-01-07 18:00:00",3822,-5.35,57.57,949.7633,1.433,6,52.43,1368
"2025-01-07 19:00:00",3823,-5.9,59.25,950.2,1.397,6,13.4,1305
"2025-01-07 20:00:00",3824,-6.033,61.57,950.7,1.807,6.5,50.05,1392
"2025-01-07 21:00:00",3825,-6.627,64.88,951.2466,1.273,6,60.75,1394
"2025-01-07 22:00:00",3826,-7.727,69,951.0733,1.03,2.9,108,1316
"2025-01-07 23:00:00",3827,-7.02,67,951.28,1.583,6.1,62.01,1328
"2025-01-08 00:00:00",3828,-6.853,67.52,951.34,1.423,6,38.62,1312
"2025-01-08 01:00:00",3829,-7.803,69.58,951.3933,0.9,3.4,92.9,1333
"2025-01-08 02:00:00",3830,-8.94,73.35,951.43,0.787,4.8,103.9,1335
"2025-01-08 03:00:00",3831,-9.85,75.46,951.4467,0.827,3.8,149.6,1330
