"TOA5","KIHS_CosmicRay_PyeongChang","CR300","20352","CR310.Std.10.07","CPU:240801_KIHS_Hydro_mod_WS500 _PyeongChang.CR300","12929","Hour1_PyeongChang"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2024-08-28 07:00:00",643,19.43,91,950.08,1.07,4.2,265.5,1366
"2024-08-28 08:00:00",644,20.43,87.4,950.4966,1.237,3.7,258.4,1443
"2024-08-28 09:00:00",645,22.64,78.92,950.73,1.237,3.8,270.4,1406
"2024-08-28 10:00:00",646,24.28,73.77,950.8367,1.247,4.1,298.3,1473
"2024-08-28 11:00:00",647,25.43,68.89,950.7633,1.217,4.1,3.871,1409
"2024-08-28 12:00:00",648,25.73,70.13,950.46,1.32,5.4,343,1445
"2024-08-28 13:00:00",649,25.73,70.12,950.0333,1.037,4.6,7.11,1455
"2024-08-28 14:00:00",650,26.35,68.27,949.5566,1.02,3.8,320,1420
"2024-08-28 15:00:00",651,27.1,64.9,949.2367,1.167,4.4,17.08,1484
"2024-08-28 16:00:00",652,26.7,66.5,949.0867,1.01,5.3,14.61,1440
"2024-08-28 17:00:00",653,26.42,68.44,949.1,0.943,3.5,343.9,1452
"2024-08-28 18:00:00",654,25.63,71.61,949.24,0.93,4.3,309.3,1392
"2024-08-28 19:00:00",655,23.41,78.16,949.6234,0.897,3.4,304.4,1511
"2024-08-28 20:00:00",656,21.69,84.5,950.09,1.203,4.6,241.1,1404
"2024-08-28 21:00:00",657,20.93,87,950.42,1.347,4,238.3,1464
"2024-08-28 22:00:00",658,20.8,84.5,950.4333,1.69,4.6,242.1,1465
"2024-08-28 23:00:00",659,20.48,86.8,950.25,1.33,4.6,256.6,1437
"2024-08-29 00:00:00",660,20.14,86.9,950.05,1.44,3.7,230.7,1476
"2024-08-29 01:00:00",661,20.06,84.2,949.85,1.397,3.7,235,1444
"2024-08-29 02:00:00",662,20.09,83.7,949.52,1.44,5.4,246.2,1446
"2024-08-29 03:00:00",663,19.82,84.5,949.38,1.503,5.4,243,1510
"2024-08-29 04:00:00",664,19.66,85.2,949.28,1.333,4,238.3,1459
"2024-08-29 05:00:00",665,20.24,86.6,948.9133,1.517,4,243.8,1455
"2024-08-29 06:00:00",666,20.87,86.1,948.9966,1.343,4.5,255.2,1464
"2024-08-29 07:00:00",667,21.51,84.7,949.0133,1.173,5,272.8,1490
"2024-08-29 08:00:00",668,22.21,84,949.18,1.163,5.2,290.3,1480
"2024-08-29 09:00:00",669,22.8,83.5,949.26,1.037,5.2,298.2,1460
"2024-08-29 10:00:00",670,23.31,84.6,949.2067,1.367,5.5,288.3,1458
"2024-08-29 11:00:00",671,24.43,80.4,948.87,1.297,4.9,300.5,1474
"2024-08-29 12:00:00",672,24.36,79.07,948.5634,1.29,5.9,315,1565
"2024-08-29 13:00:00",673,24.66,76.61,948.1567,1.597,7.3,297.9,1404
"2024-08-29 14:00:00",674,24.7,77.66,947.8867,1.6,8.1,306.5,1446
"2024-08-29 15:00:00",675,24.23,79.79,947.6067,1.48,7.3,293.4,1496
"2024-08-29 16:00:00",676,23.48,78.61,947.3367,1.47,5.5,294.2,1477
"2024-08-29 17:00:00",677,23.33,82.4,947.2933,1.467,6,280.5,1481
"2024-08-29 18:00:00",678,22.49,89.9,947.3734,0.893,4,299.5,1504
"2024-08-29 19:00:00",679,22.24,89.6,947.0367,1.513,5.8,247.8,1539
"2024-08-29 20:00:00",680,22.19,90.9,946.9933,1.53,5,252.1,1499
"2024-08-29 21:00:00",681,23.04,87.1,946.8967,1.707,7.3,241.9,1483
"2024-08-29 22:00:00",682,23.33,84.8,946.6667,1.873,7.3,252.4,1564
"2024-08-29 23:00:00",683,23.32,85.8,946.68,1.54,6.3,262.7,1527
"2024-08-30 00:00:00",684,23.34,85.2,946.4867,1.613,6.9,258,1464
"2024-08-30 01:00:00",685,23.2,85.8,946.39,1.307,4.4,256.9,1437
"2024-08-30 02:00:00",686,22.51,88.6,946.0367,1.11,3.9,248.9,1536
"2024-08-30 03:00:00",687,22.67,87.3,945.54,1.547,5.4,248.5,1460
"2024-08-30 04:00:00",688,22.81,88,945.43,1.503,5.9,249,1481
"2024-08-30 05:00:00",689,22.74,87.7,945.32,1.413,6.5,256,1388
"2024-08-30 06:00:00",690,22.98,86.4,945.4966,1.383,6.6,271.4,1486
"2024-08-30 07:00:00",691,23.01,85.9,945.7533,1.6,5.8,255.1,1536
"2024-08-30 08:00:00",692,23.27,85.2,946.1166,1.68,5,255.2,1503
"2024-08-30 09:00:00",693,24.38,81.3,946.1633,1.26,5.5,283.2,1495
"2024-08-30 10:00:00",694,25.35,76.98,946.31,1.163,5,327.8,1506
"2024-08-30 11:00:00",695,25.98,74.72,946.3367,1.733,5.1,26.29,1535
"2024-08-30 12:00:00",696,27.51,70.71,945.7867,1.667,5.1,19.07,1510
"2024-08-30 13:00:00",697,28.52,67.06,944.9333,1.243,4.8,6.133,1479
"2024-08-30 14:00:00",698,28.67,63.83,944.44,1.097,4.1,344.9,1480
"2024-08-30 15:00:00",699,29.44,57.67,943.9767,0.97,5.2,280.9,1545
"2024-08-30 16:00:00",700,29.66,54.06,943.73,1.07,4.7,248.8,1547
"2024-08-30 17:00:00",701,28.47,60.01,943.7633,1.017,4.3,223.9,1497
"2024-08-30 18:00:00",702,26.05,70.48,943.82,0.937,2.6,205.7,1559
"2024-08-30 19:00:00",703,23.23,80.2,943.9067,0.987,2.6,172.5,1514
"2024-08-30 20:00:00",704,21.6,88.8,944.1866,0.727,1.9,151.5,1523
"2024-08-30 21:00:00",705,20.25,95.8,944.74,0.66,1.7,183.6,1488
"2024-08-30 22:00:00",706,19.45,99.4,944.99,0.593,1.1,175.2,1564
"2024-08-30 23:00:00",707,19,100,945.3267,0.55,1.1,175.9,1482
"2024-08-31 00:00:00",708,18.44,100,945.3567,0.46,1.1,180.3,1496
"2024-08-31 01:00:00",709,17.93,100,945.35,0.477,0.9,173.9,1551
"2024-08-31 02:00:00",710,17.58,100,945.39,0.267,0.9,200.3,1486
"2024-08-31 03:00:00",711,17.41,100,945.4333,0.223,0.9,216.6,1493
"2024-08-31 04:00:00",712,17.28,100,945.5,0.133,0.7,3.442,1526
"2024-08-31 05:00:00",713,17.13,100,945.8033,0.117,1.3,336.9,1503
"2024-08-31 06:00:00",714,17.05,100,946.2233,0.523,1.4,261.2,1493
"2024-08-31 07:00:00",715,17.07,100,946.8066,0.4,1.5,280.2,1518
"2024-08-31 08:00:00",716,17.48,100,947.0933,0.85,2.6,299.2,1527
"2024-08-31 09:00:00",717,18.54,100,947.1533,0.807,2.3,335.6,1456
"2024-08-31 10:00:00",718,21,99.7,947.2633,0.807,3.2,5.663,1519
"2024-08-31 11:00:00",719,24.95,74.18,947.1866,1.17,4.7,331.2,1585
"2024-08-31 12:00:00",720,26.9,60.67,947.1733,1.337,5.3,337.3,1521
"2024-08-31 13:00:00",721,27.64,57.4,946.8066,1.297,5.3,336.2,1477
"2024-08-31 14:00:00",722,27.88,55.88,946.4267,1.143,3.8,336.9,1584
"2024-08-31 15:00:00",723,28.26,53.71,946.11,1.003,3.5,319.7,1602
"2024-08-31 16:00:00",724,27,58.38,945.96,0.76,2.6,330.5,1632
"2024-08-31 17:00:00",725,25.83,67.2,946.17,0.613,3.2,278.1,1502
"2024-08-31 18:00:00",726,24.89,70.32,946.63,0.86,3.5,296.8,1540
"2024-08-31 19:00:00",727,23.35,76.7,946.98,0.873,4.5,270.5,1649
"2024-08-31 20:00:00",728,21.52,83.6,947.63,0.85,3.7,180.7,1548
"2024-08-31 21:00:00",729,19.66,92,948.11,0.64,2,160.9,1493
"2024-08-31 22:00:00",730,18.48,98.3,948.53,0.517,1.4,184.6,1514
"2024-08-31 23:00:00",731,18.24,99.5,948.7667,0.573,1.3,202.1,1530
"2024-09-01 00:00:00",732,17.79,99.9,948.76,0.493,1.5,202,1497
"2024-09-01 01:00:00",733,17.29,100,948.7967,0.393,1.5,214.9,1549
"2024-09-01 02:00:00",734,17,100,948.5466,0.25,1.1,193.8,1487
"2024-09-01 03:00:00",735,16.97,100,948.4833,0.123,0.7,102.3,1467
"2024-09-01 04:00:00",736,17.13,100,948.37,0,0.6,0.477,1486
"2024-09-01 05:00:00",737,17.35,100,948.2267,0,0.6,0,1506
"2024-09-01 06:00:00",738,17.29,100,948.2534,0.12,0.8,35.55,1555
"2024-09-01 07:00:00",739,16.99,100,948.3834,0.143,1,57.77,1479
"2024-09-01 08:00:00",740,18.81,98.5,948.28,0.5,1.5,29.01,1483
"2024-09-01 09:00:00",741,21.2,89.4,948.1667,0.613,2.5,343.6,1522
"2024-09-01 10:00:00",742,22.67,84.5,948.0333,0.92,3.8,79.15,1470
"2024-09-01 11:00:00",743,24.4,76.44,947.8167,1.327,4.7,57.5,1579
"2024-09-01 12:00:00",744,25.91,66.35,947.5634,1.387,4.1,25.45,1506
"2024-09-01 13:00:00",745,26.8,58.36,947.33,1.257,4.9,342.6,1462
"2024-09-01 14:00:00",746,27.02,56.57,947.0267,1.257,5.8,328.5,1558
"2024-09-01 15:00:00",747,27.38,54.8,946.6166,1.41,5.5,289.9,1547
"2024-09-01 16:00:00",748,27.38,54.37,946.4133,1.03,5.2,276.9,1557
"2024-09-01 17:00:00",749,25.74,63.2,946.3167,0.893,2.6,193.7,1545
"2024-09-01 18:00:00",750,22.67,76.58,946.3433,1.01,3.1,190.5,1597
"2024-09-01 19:00:00",751,21.26,85.3,946.5133,0.733,3.1,174.5,1611
"2024-09-01 20:00:00",752,19.87,92.1,946.9433,0.747,1.6,159.1,1533
"2024-09-01 21:00:00",753,19.37,94.3,947.6067,0.62,1.6,154.4,1566
"2024-09-01 22:00:00",754,18.45,98.5,947.9434,0.53,1,182.5,1505
"2024-09-01 23:00:00",755,18.26,99.5,948.1067,0.363,1,203.5,1543
"2024-09-02 00:00:00",756,18.12,99.7,948.0433,0.5,1.6,180,1543
"2024-09-02 01:00:00",757,17.9,100,947.9133,0.31,1,189.6,1517
"2024-09-02 02:00:00",758,17.92,100,947.8766,0.243,0.7,195.3,1580
"2024-09-02 03:00:00",759,17.63,100,947.9966,0.297,0.8,190.9,1556
"2024-09-02 04:00:00",760,17.41,100,947.8734,0.193,1.5,295.2,1565
"2024-09-02 05:00:00",761,17.36,100,947.82,0.163,1.1,307.4,1541
"2024-09-02 06:00:00",762,17.5,100,947.9267,0.167,0.9,25.76,1579
"2024-09-02 07:00:00",763,17.75,100,948.2,0.223,1.3,310.2,1527
"2024-09-02 08:00:00",764,18.77,99.4,948.9133,0.19,1.2,357.4,1565
"2024-09-02 09:00:00",765,19.88,95.3,948.99,0.293,1.4,22.88,1544
"2024-09-02 10:00:00",766,21.61,89.2,949.22,0.267,1.2,356.6,1488
"2024-09-02 11:00:00",767,23.15,82,949.6766,0.853,4.2,297.3,1540
"2024-09-02 12:00:00",768,23.93,78.2,949.8033,0.64,2.4,304.1,1536
"2024-09-02 13:00:00",769,24.77,73.33,949.6567,0.727,3.1,325.7,1516
"2024-09-02 14:00:00",770,25.44,71.52,949.27,0.69,2.8,318.4,1514
"2024-09-02 15:00:00",771,25.29,72.09,949.23,0.88,3.2,348.8,1589
"2024-09-02 16:00:00",772,24.29,73.97,949.5734,1.127,5.7,300.9,1492
"2024-09-02 17:00:00",773,23.26,75.82,950.0333,1.3,5.6,298.1,1522
"2024-09-02 18:00:00",774,22.64,78.06,950.42,1.137,5.7,284.1,1510
"2024-09-02 19:00:00",775,21.49,81.7,950.9266,1.393,6.8,279.7,1552
"2024-09-02 20:00:00",776,20.65,84.4,951.5133,1.223,5,284,1557
"2024-09-02 21:00:00",777,20.44,85.2,952.2167,1.4,5.4,273.1,1530
"2024-09-02 22:00:00",778,20.66,83.7,952.6,1.417,5.7,292.1,1533
"2024-09-02 23:00:00",779,20.22,82.5,953.0566,1.243,5.9,280.2,1608
"2024-09-03 00:00:00",780,19.77,77.6,953.2967,1.4,5.5,296.6,1557
"2024-09-03 01:00:00",781,19.38,77.37,953.4033,1.07,5.2,288.2,1509
"2024-09-03 02:00:00",782,19.24,79.28,953.1633,1.117,4.4,292.1,1469
"2024-09-03 03:00:00",783,19.2,77.61,953.0433,1.59,6.2,279.4,1525
"2024-09-03 04:00:00",784,18.83,77.12,953.0733,1.503,5.7,277.1,1492
"2024-09-03 05:00:00",785,18.64,79.28,953.1733,1.467,5.7,272.7,1479
"2024-09-03 06:00:00",786,18.73,76.73,953.52,1.563,5.4,287.9,1528
"2024-09-03 07:00:00",787,18.75,75.86,953.8967,1.583,5.4,289.1,1535
"2024-09-03 08:00:00",788,19.64,73.26,954.0233,1.397,5.5,294.7,1521
"2024-09-03 09:00:00",789,19.87,73.06,954.29,1.253,6,297,1566
"2024-09-03 10:00:00",790,21.18,69.17,954.58,1.07,4.2,297.4,1558
"2024-09-03 11:00:00",791,22.81,60.95,954.3533,1.43,4.9,313.7,1508
"2024-09-03 12:00:00",792,24.36,56.18,953.6266,1.413,5,301,1517
"2024-09-03 13:00:00",793,25.53,52.21,952.8467,1.267,4.4,311.2,1542
"2024-09-03 14:00:00",794,26.24,51.54,952.1234,1.407,4.8,311.6,1512
"2024-09-03 15:00:00",795,26.4,53.37,951.6633,1.217,5.1,317.1,1516
"2024-09-03 16:00:00",796,25.98,55.32,951.0967,1.25,5.4,330.4,1528
"2024-09-03 17:00:00",797,25.65,57.33,951.03,1,4.4,313.2,1586
"2024-09-03 18:00:00",798,23.59,65.18,951.17,1.183,5,279.6,1546
"2024-09-03 19:00:00",799,21.02,74.83,951.2466,0.857,4.3,255.3,1599
"2024-09-03 20:00:00",800,19.03,85.1,951.5433,0.767,2,171.1,1543
"2024-09-03 21:00:00",801,17.97,90.6,952.1067,0.81,2,154.1,1530
"2024-09-03 22:00:00",802,16.69,97.3,952.3633,0.58,1.2,189.2,1558
"2024-09-03 23:00:00",803,16.19,98.9,952.2534,0.58,1.3,194,1575
"2024-09-04 00:00:00",804,16.01,99.3,952.3066,0.563,1.5,188.5,1557
"2024-09-04 01:00:00",805,15.84,99.4,952.1866,0.61,1.2,206.7,1547
"2024-09-04 02:00:00",806,15.61,99.4,952.0767,0.72,1.7,217.6,1588
"2024-09-04 03:00:00",807,14.89,99.8,951.7,0.55,1.7,217.7,1556
"2024-09-04 04:00:00",808,14.47,100,951.6033,0.59,2.2,239.9,1590
"2024-09-04 05:00:00",809,14.53,100,951.42,0.48,2.9,259.2,1582
"2024-09-04 06:00:00",810,14.39,100,951.3833,0.587,2.2,265.5,1543
"2024-09-04 07:00:00",811,14.74,100,952.1567,0.663,2.3,284.7,1539
"2024-09-04 08:00:00",812,15.38,99.5,951.89,0.75,2.4,294.4,1578
"2024-09-04 09:00:00",813,17.72,89.7,951.9033,0.92,2.6,343.7,1636
"2024-09-04 10:00:00",814,21.32,76.28,951.8867,0.73,2.7,354.8,1543
"2024-09-04 11:00:00",815,23.64,65.24,951.3833,1.197,3.5,36.17,1559
"2024-09-04 12:00:00",816,25.5,56.44,950.6133,1.49,4.8,47.66,1544
"2024-09-04 13:00:00",817,27.07,45.91,949.85,1.617,5.6,40.75,1613
"2024-09-04 14:00:00",818,27.84,42.02,949.14,1.287,5.1,62.51,1627
"2024-09-04 15:00:00",819,28.12,40.39,948.4233,1.243,4.8,55.43,1692
"2024-09-04 16:00:00",820,28.05,43.57,947.99,1.04,4.1,71.37,1596
"2024-09-04 17:00:00",821,25.88,56.47,947.8834,0.857,2.5,193.4,1684
"2024-09-04 18:00:00",822,22.41,67.99,947.8234,1.22,3.4,167,1534
"2024-09-04 19:00:00",823,20.3,78.38,947.9933,0.853,2.5,160.9,1578
"2024-09-04 20:00:00",824,18.97,84.7,948.5267,0.83,1.7,161.1,1646
"2024-09-04 21:00:00",825,17.9,91.4,949.0034,0.637,1.3,176.6,1552
"2024-09-04 22:00:00",826,17.12,95.2,949.14,0.52,1.2,179.2,1694
"2024-09-04 23:00:00",827,17.01,97,949.4033,0.343,1.5,193.1,1523
"2024-09-05 00:00:00",828,16.36,99.1,949.3033,0.317,1.2,182.3,1553
"2024-09-05 01:00:00",829,16.02,99.9,949.2867,0.29,0.9,173.9,1607
"2024-09-05 02:00:00",830,15.77,100,948.9067,0.28,1,168.2,1574
"2024-09-05 03:00:00",831,15.45,100,948.3567,0.403,0.9,184.3,1657
"2024-09-05 04:00:00",832,15.25,100,948.25,0.277,0.8,167.3,1548
"2024-09-05 05:00:00",833,15.04,100,948.0967,0.347,0.9,194.5,1567
"2024-09-05 06:00:00",834,15.2,100,948.2967,0.32,1.2,226.2,1576
"2024-09-05 07:00:00",835,15.8,100,948.5566,0.29,1.2,13.23,1628
"2024-09-05 08:00:00",836,17.19,99.5,948.5367,0.433,1.3,8.29,1588
"2024-09-05 09:00:00",837,19.61,89.6,948.23,0.517,1.9,8.02,1493
"2024-09-05 10:00:00",838,21.59,81.7,947.91,0.75,3.2,17.98,1608
"2024-09-05 11:00:00",839,22.65,80.8,947.8367,0.677,2.6,58.66,1617
"2024-09-05 12:00:00",840,24.49,76.13,947.3967,1.233,5.1,41.71,1611
"2024-09-05 13:00:00",841,25.33,73.3,946.84,1.35,5.3,44.89,1628
"2024-09-05 14:00:00",842,25.21,75.74,946.48,1.373,5.7,53.88,1651
"2024-09-05 15:00:00",843,24.63,79.46,946.06,1.27,4.1,66.78,1615
"2024-09-05 16:00:00",844,24.02,81.8,946.2133,0.74,4.6,24.03,1557
"2024-09-05 17:00:00",845,23.16,87.3,946.48,0.66,3.5,18.81,1603
"2024-09-05 18:00:00",846,22.01,96.6,946.4667,0.84,3.3,27.54,1528
"2024-09-05 19:00:00",847,21.79,98.3,946.6967,0.513,2.7,343,1527
"2024-09-05 20:00:00",848,21.27,100,947.33,0.543,1.7,337.1,1599
"2024-09-05 21:00:00",849,20.63,99.9,948.0034,0.713,2.2,130.6,1532
"2024-09-05 22:00:00",850,20.03,99.9,948.4,0.593,1.7,108.2,1512
"2024-09-05 23:00:00",851,19.78,100,948.5733,0.533,2.1,82.9,1432
"2024-09-06 00:00:00",852,19.63,100,948.6967,0.26,1,154.7,1598
"2024-09-06 01:00:00",853,19.78,100,948.8834,0.087,1.3,346.1,1498
"2024-09-06 02:00:00",854,19.9,100,948.97,0.13,1.3,334.2,1462
"2024-09-06 03:00:00",855,19.73,99.9,949.1367,0.187,1.2,307.9,1550
"2024-09-06 04:00:00",856,19.56,99.7,949.2,0.407,3.4,313.3,1513
"2024-09-06 05:00:00",857,19.5,100,949.6,0.173,1.1,8.42,1471
"2024-09-06 06:00:00",858,19.86,99.2,950.1334,0.727,4.5,256.2,1501
"2024-09-06 07:00:00",859,19.62,100,950.5667,0.23,1,14.85,1439
"2024-09-06 08:00:00",860,20.15,98.1,951.0167,0.847,4,271.9,1461
"2024-09-06 09:00:00",861,20.15,94.2,951.7833,1.187,4.2,262.1,1543
"2024-09-06 10:00:00",862,19.63,93,952.7733,1.173,5.6,284,1541
"2024-09-06 11:00:00",863,20.29,86.4,952.9633,1.49,5.5,276.8,1499
"2024-09-06 12:00:00",864,20.1,84.3,952.9667,1.353,5.9,298,1483
"2024-09-06 13:00:00",865,20.92,80.5,952.7267,1.203,4.8,293.9,1513
"2024-09-06 14:00:00",866,21.5,79.85,952.37,1.083,4.5,298.1,1618
"2024-09-06 15:00:00",867,21.59,81.1,952,0.91,3.3,303.6,1491
"2024-09-06 16:00:00",868,20.86,83.9,952.17,0.803,6.2,305.3,1508
"2024-09-06 17:00:00",869,20.55,84.6,952.3367,0.703,2.7,287.6,1534
"2024-09-06 18:00:00",870,20.5,83.3,952.3867,0.797,2.4,290.5,1505
"2024-09-06 19:00:00",871,19.68,86.7,952.3367,0.727,3,260.6,1419
"2024-09-06 20:00:00",872,19.44,88.9,952.6934,0.657,2.6,245,1421
"2024-09-06 21:00:00",873,19.23,91.1,953.1733,0.487,1.9,265.2,1411
"2024-09-06 22:00:00",874,19.03,93.9,953.51,0.2,1.3,329.7,1519
"2024-09-06 23:00:00",875,18.61,98.8,953.5566,0.07,0.9,347.4,1443
"2024-09-07 00:00:00",876,18.45,100,953.3967,0.063,0.9,354.5,1453
"2024-09-07 01:00:00",877,18.39,100,953.38,0.023,0.7,358.3,1446
"2024-09-07 02:00:00",878,18.41,100,953.2633,0,0.6,1.841,1483
"2024-09-07 03:00:00",879,18.36,100,953.11,0.057,1.2,343.7,1511
"2024-09-07 04:00:00",880,18.37,100,952.9933,0,0.7,0,1388
"2024-09-07 05:00:00",881,18.44,100,953.1233,0,0.7,358.5,1461
"2024-09-07 06:00:00",882,18.45,100,953.2,0,0.6,0,1460
"2024-09-07 07:00:00",883,18.5,100,953.4767,0,0.9,0,1461
"2024-09-07 08:00:00",884,18.67,100,953.6733,0.177,1.7,350,1381
"2024-09-07 09:00:00",885,18.99,100,953.8167,0.047,0.9,356.2,1452
"2024-09-07 10:00:00",886,19.49,99.8,954.0133,0.283,1.4,335.5,1461
"2024-09-07 11:00:00",887,21.49,95.2,953.85,0.553,2.5,336,1468
"2024-09-07 12:00:00",888,23.34,90.1,953.5634,0.807,3.1,284.6,1457
"2024-09-07 13:00:00",889,24.44,81.5,953.1234,0.653,3.2,340.3,1452
"2024-09-07 14:00:00",890,25.58,75.73,952.8134,0.783,3.1,10.55,1451
"2024-09-07 15:00:00",891,26.32,72.96,952.4833,0.687,2.6,259.9,1479
"2024-09-07 16:00:00",892,26.09,72.84,952.2667,0.94,3,212.1,1467
"2024-09-07 17:00:00",893,25.02,78.87,952.18,0.823,2.2,194.3,1524
"2024-09-07 18:00:00",894,23.02,84.4,952.4434,1.043,2.7,195.4,1413
"2024-09-07 19:00:00",895,22.24,84.8,952.7534,1.207,3.3,204.2,1456
"2024-09-07 20:00:00",896,19.64,95.2,953.2133,0.683,2.3,168.1,1523
"2024-09-07 21:00:00",897,18.54,99,953.83,0.623,1.5,169.7,1485
"2024-09-07 22:00:00",898,18.07,100,954.0167,0.523,1.4,192,1516
"2024-09-07 23:00:00",899,17.45,100,954.14,0.407,1.6,229.7,1516
"2024-09-08 00:00:00",900,17.22,100,954.34,0.427,2.5,261.8,1438
"2024-09-08 01:00:00",901,17.33,100,954.4833,0.477,2.5,278,1400
"2024-09-08 02:00:00",902,16.59,100,954.5833,0.457,1.8,204.8,1476
"2024-09-08 03:00:00",903,16,100,954.4933,0.31,2,277,1434
"2024-09-08 04:00:00",904,16.09,100,954.3433,0.417,2.1,283,1501
"2024-09-08 05:00:00",905,16.19,100,954.3834,0.66,2.3,283.6,1502
"2024-09-08 06:00:00",906,16.12,100,954.7466,0.527,2.9,273.8,1473
"2024-09-08 07:00:00",907,16.01,100,955.1633,0.55,2.3,290.4,1492
"2024-09-08 08:00:00",908,16.53,100,955.15,0.837,2.3,309.2,1461
"2024-09-08 09:00:00",909,18.12,99.1,955.1567,0.597,2.1,317.2,1414
"2024-09-08 10:00:00",910,22.13,83,955.0067,0.68,2.3,343,1469
"2024-09-08 11:00:00",911,25.37,70.21,954.4733,0.84,2.8,26.25,1486
"2024-09-08 12:00:00",912,26.83,64.52,953.79,1.187,3.5,33.17,1461
"2024-09-08 13:00:00",913,27.96,60.31,953.17,1.433,5.7,39.71,1505
"2024-09-08 14:00:00",914,28.47,57.51,952.7367,1.193,5.4,38.56,1504
"2024-09-08 15:00:00",915,28.75,54.17,952.3167,1.15,4.7,121.7,1540
"2024-09-08 16:00:00",916,28.7,56.45,952.05,0.833,3.1,223.9,1493
"2024-09-08 17:00:00",917,27.72,64.22,952.0433,1.09,5,70.38,1517
"2024-09-08 18:00:00",918,25.46,76.35,952.44,0.803,4.3,338.4,1450
"2024-09-08 19:00:00",919,23.74,83,952.6234,0.957,4,297.5,1479
"2024-09-08 20:00:00",920,22.97,86.8,953.0167,0.837,3.9,330,1459
"2024-09-08 21:00:00",921,22.26,91.3,953.6667,0.677,2.5,226.4,1460
"2024-09-08 22:00:00",922,22.05,91.9,953.8167,0.707,2.2,242.9,1355
"2024-09-08 23:00:00",923,21.41,95.4,953.98,0.447,1.7,243.6,1471
"2024-09-09 00:00:00",924,20.77,99,953.89,0.173,1.1,1.362,1401
"2024-09-09 01:00:00",925,20.98,99,953.8667,0.243,1.1,164.8,1457
"2024-09-09 02:00:00",926,20.03,100,953.6866,0.27,0.8,168.3,1406
"2024-09-09 03:00:00",927,20.32,100,953.7067,0.187,0.7,304.5,1537
"2024-09-09 04:00:00",928,20.26,100,953.6433,0.28,1,228.9,1507
"2024-09-09 05:00:00",929,20.37,100,953.65,0.323,1,223.3,1409
"2024-09-09 06:00:00",930,20.08,100,953.9167,0.137,0.8,113.4,1504
"2024-09-09 07:00:00",931,20.25,100,954.18,0.237,1.1,341.9,1495
"2024-09-09 08:00:00",932,21.2,98.4,954.52,0.353,1.6,329.1,1491
"2024-09-09 09:00:00",933,23.42,87,954.4434,0.643,2.1,351.7,1481
"2024-09-09 10:00:00",934,25.33,78.92,954.41,0.923,3.4,19.57,1436
"2024-09-09 11:00:00",935,27.51,70,953.95,1.687,5.1,42.3,1448
"2024-09-09 12:00:00",936,28.57,66.23,953.46,1.377,4.9,52.04,1469
"2024-09-09 13:00:00",937,27.27,71.51,952.9633,1.153,5,238.4,1514
"2024-09-09 14:00:00",938,27.16,74.51,952.6934,0.87,4.1,300.4,1503
"2024-09-09 15:00:00",939,28.02,69.91,952.57,0.467,3.1,320.8,1496
"2024-09-09 16:00:00",940,28.41,69.54,952.3766,0.85,3.7,260.2,1544
"2024-09-09 17:00:00",941,27.51,74.25,952.26,0.773,2.3,209.9,1480
"2024-09-09 18:00:00",942,25.94,82.3,952.3834,0.773,2.2,204.1,1437
"2024-09-09 19:00:00",943,24.81,85.5,952.6266,0.72,2.3,216.2,1442
"2024-09-09 20:00:00",944,23.75,88.8,953.2267,0.68,2.1,177.3,1497
"2024-09-09 21:00:00",945,22.63,94,953.85,0.603,1.8,183.6,1420
"2024-09-09 22:00:00",946,21.79,98.3,954.1166,0.57,1.3,174.2,1480
"2024-09-09 23:00:00",947,21.89,98.5,954.1533,0.477,1.2,200.5,1505
"2024-09-10 00:00:00",948,21.38,99.7,953.9833,0.383,1.7,219.9,1458
"2024-09-10 01:00:00",949,20.74,99.9,953.93,0.4,1.7,191.5,1429
"2024-09-10 02:00:00",950,20.3,100,953.7367,0.283,4.9,315.7,1449
"2024-09-10 03:00:00",951,20.18,100,953.6733,0.37,1.9,222.2,1421
"2024-09-10 04:00:00",952,19.83,100,953.68,0.097,1.5,336.9,1442
"2024-09-10 05:00:00",953,20.32,100,953.96,0.283,1.5,272.1,1471
"2024-09-10 06:00:00",954,20.48,100,954.0367,0,1.1,352,1504
"2024-09-10 07:00:00",955,20.4,100,954.3766,0.403,1.7,295.9,1395
"2024-09-10 08:00:00",956,20.69,100,954.5133,0.73,2.2,315,1464
"2024-09-10 09:00:00",957,21.75,98.8,954.5667,0.747,2.7,320.2,1455
"2024-09-10 10:00:00",958,24.77,85.2,954.4,0.81,2.9,350.5,1458
"2024-09-10 11:00:00",959,27.68,68.59,954.1133,1.153,4.3,43.73,1550
"2024-09-10 12:00:00",960,29.32,58.55,953.6733,1.433,4.7,54.54,1492
"2024-09-10 13:00:00",961,29.36,60.87,953.3267,1.077,4,33.25,1399
"2024-09-10 14:00:00",962,29.75,59.1,952.82,1.163,3.4,261.3,1559
"2024-09-10 15:00:00",963,30.38,57.48,952.4233,1.187,4.5,270.7,1524
"2024-09-10 16:00:00",964,30.8,56.12,952.42,1.193,3.9,261.6,1482
"2024-09-10 17:00:00",965,28.5,66.6,952.44,0.823,2.4,198.1,1490
